gdate,Day,Hour,jdate,D,D_hat,w,w_hat,reward_real,reward_hat,retailer_benefit,optimum_policy,consumer_cost,consume_real,consume_hat,w-price,price,,,,
4/30/2021 19:00,1400/02/10,19,1400-02-10 19:00:00,32285.2,32379.75,810.4,785.6864792,-10671420.87,-10230544.65,21848496.43,1640,43191338.16,26336.1818,26042.30801,-7.527619951,802.87238,,,,
4/30/2021 20:00,1400/02/10,20,1400-02-10 20:00:00,33003.6,33269.22,817,787.052128,-11037393.95,-10538383.26,22236903.84,1640,44311691.74,27019.32423,26779.37811,-14.12761995,802.87238,,,,
4/30/2021 21:00,1400/02/10,21,1400-02-10 21:00:00,35224.7,35636.69,868,831.8209457,-12523085.34,-11908868,25161590.83,1740,50207761.52,28855.03535,28633.24869,-65.12761995,802.87238,,,,
4/30/2021 22:00,1400/02/10,22,1400-02-10 22:00:00,35674.1,35848.96,861.6,832.6005584,-12548150.63,-11996292.69,25585644.18,1740,50681945.44,29127.55485,28816.44162,-58.72761995,802.87238,,,,
4/30/2021 23:00,1400/02/10,23,1400-02-10 23:00:00,35303,35259.09,800.7,789.2937752,-11466873.34,-11215328.67,24039332.57,1640,46973079.25,28642.12149,28418.64213,2.172380049,802.87238,,,,
5/1/2021 0:00,1400/02/10,24,1400-02-11 00:00:00,34641.6,34442.72,782,780.4233337,-10869841.25,-10775396.92,23852490.51,1640,45592173.01,27800.10549,27614.23565,20.87238005,802.87238,,,,
5/1/2021 1:00,1400/02/11,1,1400-02-11 01:00:00,33193.6,33167.47,783.9,777.1647221,-10452697.83,-10312668.11,22830857.55,1640,43736253.21,26668.44708,26539.20803,18.97238005,802.87238,,,,
5/1/2021 2:00,1400/02/11,2,1400-02-11 02:00:00,32376.8,32054.67,751.5,757.8428673,-9722267.388,-9745494.507,21695598.68,1590,41140133.46,25874.29777,25719.03736,51.37238005,802.87238,,,,
5/1/2021 3:00,1400/02/11,3,1400-02-11 03:00:00,31049.3,31011.88,758.3,763.2784078,-9448208.842,-9527912.022,20725505.19,1590,39621922.88,24919.44835,24965.75804,44.57238005,802.87238,,,,
5/1/2021 4:00,1400/02/11,4,1400-02-11 04:00:00,30648.2,30266.38,762.6,761.6616543,-9403909.799,-9269998.248,20405966.35,1590,39213785.94,24662.75845,24341.51226,40.27238005,802.87238,,,,
5/1/2021 5:00,1400/02/11,5,1400-02-11 05:00:00,30343.1,30236.89,761,751.1060901,-9418194.809,-9208723.258,19281928.4,1540,38118318.02,24752.15456,24520.43294,41.87238005,802.87238,,,,
5/1/2021 6:00,1400/02/11,6,1400-02-11 06:00:00,29618.6,29542.96,750.9,738.4450455,-9016820.017,-8776698.684,18951052.54,1540,36984692.57,24016.03414,23770.7565,51.97238005,802.87238,,,,
5/1/2021 7:00,1400/02/11,7,1400-02-11 07:00:00,28809.4,28772.23,755.8,742.8115852,-8853762.427,-8621852.93,18372904.19,1540,36080429.05,23428.85003,23214.10463,47.07238005,802.87238,,,,
5/1/2021 8:00,1400/02/11,8,1400-02-11 08:00:00,29817.3,29952.62,767.9,769.0467881,-9242200.125,-9304410.141,19789068.17,1590,38273468.42,24071.36379,24197.25375,34.97238005,802.87238,,,,
5/1/2021 9:00,1400/02/11,9,1400-02-11 09:00:00,32306.3,32423.12,760.4,769.5012852,-9870737.677,-10080534.71,21538043.07,1590,41279518.43,25961.96128,26200.17641,42.47238005,802.87238,,,,
5/1/2021 10:00,1400/02/11,10,1400-02-11 10:00:00,34037.8,33735.93,766.3,785.087017,-10365088.74,-10647104.72,23635594.5,1640,44365771.99,27052.29999,27123.37482,36.57238005,802.87238,,,,
5/1/2021 11:00,1400/02/11,11,1400-02-11 11:00:00,35357.2,35128.05,768.8,790.7027503,-10819020.34,-11202848.81,24520110.62,1640,46158151.3,28145.21421,28336.43568,34.07238005,802.87238,,,,
5/1/2021 12:00,1400/02/11,12,1400-02-11 12:00:00,36459.2,36445.3,769.4,785.6686691,-11169130.08,-11514692.62,25276435.28,1640,47614695.44,29033.35088,29311.82845,33.47238005,802.87238,,,,
5/1/2021 13:00,1400/02/11,13,1400-02-11 13:00:00,37121.2,37367.44,826.1,830.5521578,-12279655.84,-12459267.57,27169537.52,1740,51728849.19,29729.22367,30002.37241,-23.22761995,802.87238,,,,
5/1/2021 14:00,1400/02/11,14,1400-02-11 14:00:00,36943.5,37513,833.4,833.8335612,-12379988.51,-12580427.25,26934719.42,1740,51694696.45,29709.59566,30174.91219,-30.52761995,802.87238,,,,
5/1/2021 15:00,1400/02/11,15,1400-02-11 15:00:00,37244.1,37886.41,834.6,828.5878873,-12507090.2,-12588398.24,27136159.75,1740,52150340.15,29971.45985,30385.18529,-31.72761995,802.87238,,,,
5/1/2021 16:00,1400/02/11,16,1400-02-11 16:00:00,37010,37558.86,838.2,822.9964795,-12673630.38,-12524675.03,25758526.27,1690,51105787.03,30240.11067,30436.76454,-35.32761995,802.87238,,,,
5/1/2021 17:00,1400/02/11,17,1400-02-11 17:00:00,36946.8,37012.37,833.9,831.1213092,-12391993.67,-12353306.81,26929812.83,1740,51713800.17,29720.57481,29726.84414,-31.02761995,802.87238,,,,
5/1/2021 18:00,1400/02/11,18,1400-02-11 18:00:00,36207.7,36147.78,831.8,831.5894027,-12099237.45,-12074723.01,26421080.67,1740,50619555.56,29091.6986,29040.10795,-28.92761995,802.87238,,,,
5/1/2021 19:00,1400/02/11,19,1400-02-11 19:00:00,35043.1,35228.15,800,793.1259569,-11367981.64,-11285137.56,23872761.44,1640,46608724.72,28419.9541,28457.36536,2.872380049,802.87238,,,,
5/1/2021 20:00,1400/02/11,20,1400-02-11 20:00:00,35459.1,35775.53,806.2,798.5837016,-11632641.43,-11575687.32,24061762.4,1640,47327045.25,28857.95442,28990.54238,-3.327619951,802.87238,,,,
5/1/2021 21:00,1400/02/11,21,1400-02-11 21:00:00,37147.4,37571.23,857.5,841.8378271,-12976515.5,-12777386.13,26709679.14,1740,52662710.15,30265.92538,30355.93251,-54.62761995,802.87238,,,,
5/1/2021 22:00,1400/02/11,22,1400-02-11 22:00:00,37000.4,37357.81,863.4,842.7080817,-13053963.12,-12723986.71,26507074.53,1740,52615000.77,30238.50619,30197.8514,-60.52761995,802.87238,,,,
5/1/2021 23:00,1400/02/11,23,1400-02-11 23:00:00,36095.7,36549.51,813.8,795.2730138,-12003336.27,-11754727.32,24372466.03,1640,48379138.56,29499.47473,29561.48923,-10.92761995,802.87238,,,,
5/2/2021 0:00,1400/02/11,24,1400-02-12 00:00:00,35534.1,35586.51,801.7,787.1012485,-11562902.74,-11273441.13,24181567.59,1640,47307373.08,28845.95919,28645.46626,1.172380049,802.87238,,,,
5/2/2021 1:00,1400/02/12,1,1400-02-12 01:00:00,34543.4,34476.07,771.8,801.4715123,-10475700.57,-11058826.65,24925597.99,1690,45876999.13,27146.15333,27596.30625,31.07238005,802.87238,,,,
5/2/2021 2:00,1400/02/12,2,1400-02-12 02:00:00,33553.1,33319.23,738.7,773.759341,-9822099.622,-10442846.8,22638563.45,1590,42282762.69,26592.93251,26992.49301,64.17238005,802.87238,,,,
5/2/2021 3:00,1400/02/12,3,1400-02-12 03:00:00,32251.2,32183.95,738.7,775.9353487,-9440990.53,-10128348.79,21760160.38,1590,40642141.44,25561.09525,26106.16672,64.17238005,802.87238,,,,
5/2/2021 4:00,1400/02/12,4,1400-02-12 04:00:00,31637,31378.62,738.3,775.6628456,-9253727.589,-9869864.989,21350128.1,1590,39857583.28,25067.66244,25448.85331,64.57238005,802.87238,,,,
5/2/2021 5:00,1400/02/12,5,1400-02-12 05:00:00,31390.8,31207.87,737.2,771.5512706,-9161342.198,-9740452.136,21195856.29,1590,39518540.68,24854.4281,25249.00809,65.67238005,802.87238,,,,
5/2/2021 6:00,1400/02/12,6,1400-02-12 06:00:00,30272.2,30418.12,718.8,755.6653225,-8506246.022,-9208858.92,20619481.18,1590,37631973.22,23667.90769,24372.85037,84.07238005,802.87238,,,,
5/2/2021 7:00,1400/02/12,7,1400-02-12 07:00:00,29402.2,29493.93,721.9,764.3532423,-8315559.606,-9080249.421,19999272.18,1590,36630391.39,23037.98201,23759.30111,80.97238005,802.87238,,,,
5/2/2021 8:00,1400/02/12,8,1400-02-12 08:00:00,30100.2,30384.28,764.4,807.1826215,-8996829.379,-9848692.054,21788239.86,1690,39781898.62,23539.58498,24402.63651,38.47238005,802.87238,,,,
5/2/2021 9:00,1400/02/12,9,1400-02-12 09:00:00,32151.4,32578.03,765.5,810.6709911,-9630791.113,-10626819.32,23262355.02,1690,42523937.25,25162.09305,26217.34202,37.37238005,802.87238,,,,
5/2/2021 10:00,1400/02/12,10,1400-02-12 10:00:00,34009.5,33956.33,783.4,829.142633,-10393507.26,-11293676.83,25382764.98,1740,46169779.49,26534.35603,27241.81916,19.47238005,802.87238,,,,
5/2/2021 11:00,1400/02/12,11,1400-02-12 11:00:00,35464.9,35493.38,782.7,830.1536123,-10823639.23,-11826061.69,26476222.9,1740,48123501.35,27657.18468,28491.26116,20.17238005,802.87238,,,,
5/2/2021 12:00,1400/02/12,12,1400-02-12 12:00:00,36470.5,36700.71,782.5,830.31361,-11126237.79,-12231797.23,27229067.56,1740,49481543.13,28437.66847,29463.07776,20.37238005,802.87238,,,,
5/2/2021 13:00,1400/02/12,13,1400-02-12 13:00:00,37087.1,37579.06,861.8,878.3304272,-12715757.28,-13250938.44,28866451.08,1840,54297965.64,29509.76394,30173.01469,-58.92761995,802.87238,,,,
5/2/2021 14:00,1400/02/12,14,1400-02-12 14:00:00,37004.6,37541.05,868.2,881.7958338,-12827200.53,-13314291.6,28715672.61,1840,54370073.68,29548.95309,30198.1277,-65.32761995,802.87238,,,,
5/2/2021 15:00,1400/02/12,15,1400-02-12 15:00:00,37244.3,38001.69,864.2,874.9298791,-12822393.12,-13323720.42,28956471.19,1840,54601257.42,29674.59643,30456.65884,-61.32761995,802.87238,,,,
5/2/2021 16:00,1400/02/12,16,1400-02-12 16:00:00,37229.1,37626,851.9,873.4630433,-12546988.51,-13159437.48,29105949.87,1840,54199926.89,29456.48201,30131.64112,-49.02761995,802.87238,,,,
5/2/2021 17:00,1400/02/12,17,1400-02-12 17:00:00,36490.4,36946.12,855.6,875.1677767,-12377689.64,-12958814.21,28481995.52,1840,53237374.8,28933.35587,29614.46834,-52.72761995,802.87238,,,,
5/2/2021 18:00,1400/02/12,18,1400-02-12 18:00:00,35716.2,36078.31,843.1,877.1592901,-11851670.93,-12696822.49,28027353.22,1840,51730695.08,28114.5082,28949.86722,-40.22761995,802.87238,,,,
5/2/2021 19:00,1400/02/12,19,1400-02-12 19:00:00,34427.2,35209.74,822.7,833.1950361,-11319422.37,-11794737.26,25242022.95,1740,47880867.69,27517.74005,28312.06801,-19.82761995,802.87238,,,,
5/2/2021 20:00,1400/02/12,20,1400-02-12 20:00:00,34906.7,35682.9,831.8,839.4178925,-11664492.69,-12084248.04,25471729.4,1740,48800714.77,28046.3878,28791.97156,-28.92761995,802.87238,,,,
5/2/2021 21:00,1400/02/12,21,1400-02-12 21:00:00,36281.9,37408.05,886.7,888.140871,-12972702.19,-13407161.6,27894162.62,1840,53839567,29260.63424,30191.52038,-83.82761995,802.87238,,,,
5/2/2021 22:00,1400/02/12,22,1400-02-12 22:00:00,36307.1,37274.15,881.8,885.5756588,-12876748.7,-13302757.93,27984805.18,1840,53738302.58,29205.59923,30043.18783,-78.92761995,802.87238,,,,
5/2/2021 23:00,1400/02/12,23,1400-02-12 23:00:00,35615.7,36535.47,833.6,829.7385065,-11939237.42,-12164328.32,25963831.08,1740,49842305.91,28645.0034,29320.87212,-30.72761995,802.87238,,,,
5/3/2021 0:00,1400/02/12,24,1400-02-13 00:00:00,34862.7,35526.3,823,816.1316615,-11625664.57,-11702991.33,24494413.56,1690,47745742.7,28251.91876,28679.17491,-20.12761995,802.87238,,,,
5/3/2021 1:00,1400/02/13,1,1400-02-13 01:00:00,33664.4,33674.29,784,779.2302297,-10602939.42,-10511289.39,23153357.52,1640,44359236.37,27048.31486,26978.64889,18.87238005,802.87238,,,,
5/3/2021 2:00,1400/02/13,2,1400-02-13 02:00:00,32517.4,32773.65,760.2,749.7454233,-10077727.57,-9954989.625,20675116.97,1540,40830572.12,26513.35852,26555.65293,42.67238005,802.87238,,,,
5/3/2021 3:00,1400/02/13,3,1400-02-13 03:00:00,31430.8,31762.77,756.2,754.151483,-9525355.386,-9587572.272,21005663.37,1590,40056374.15,25192.68814,25426.11793,46.67238005,802.87238,,,,
5/3/2021 4:00,1400/02/13,4,1400-02-13 04:00:00,30678.7,30993.71,769.6,757.0111917,-9539971.267,-9407725.45,20339377.41,1590,39419319.94,24792.02512,24854.91774,33.27238005,802.87238,,,,
5/3/2021 5:00,1400/02/13,5,1400-02-13 05:00:00,30611.3,30877.65,759,753.0820081,-9465320.073,-9439865.284,19479354.35,1540,38409994.5,24941.55487,25069.95303,43.87238005,802.87238,,,,
5/3/2021 6:00,1400/02/13,6,1400-02-13 06:00:00,30039.9,30074.32,740.9,741.1323227,-8967841.387,-8982239.123,19344586.46,1540,37280269.23,24207.96703,24239.23191,61.97238005,802.87238,,,,
5/3/2021 7:00,1400/02/13,7,1400-02-13 07:00:00,29126.9,29300.16,748.7,747.3482443,-8829324.578,-8858477.472,18663402,1540,36322051.15,23585.7475,23706.42479,54.17238005,802.87238,,,,
5/3/2021 8:00,1400/02/13,8,1400-02-13 08:00:00,29930.6,30356.72,761.2,775.8392995,-9159003.045,-9551595.832,19944775.94,1590,38262782.03,24064.64279,24622.61409,41.67238005,802.87238,,,,
5/3/2021 9:00,1400/02/13,9,1400-02-13 09:00:00,32063.9,32336.36,742.1,774.7295552,-9450481.822,-10153307.83,21595643.54,1590,40496607.19,25469.56427,26211.23141,60.77238005,802.87238,,,,
5/3/2021 10:00,1400/02/13,10,1400-02-13 10:00:00,33238,33821.45,766,786.9605975,-10115652.92,-10711481.6,23083761.49,1640,43315067.33,26411.62642,27222.40892,36.87238005,802.87238,,,,
5/3/2021 11:00,1400/02/13,11,1400-02-13 11:00:00,34263.1,35040.39,768.9,788.6767405,-10486256.02,-11133007.37,23760118.66,1640,44732630.69,27275.99432,28232.11793,33.97238005,802.87238,,,,
5/3/2021 12:00,1400/02/13,12,1400-02-13 12:00:00,34986.9,36212.16,765.3,789.0263564,-10633463.56,-11512770.9,24307044.49,1640,45573971.6,27789.00707,29182.22136,37.57238005,802.87238,,,,
5/3/2021 13:00,1400/02/13,13,1400-02-13 13:00:00,35862.2,36941.84,823.2,840.486413,-11801819.67,-12533885.46,26287435.07,1740,49891074.42,28673.03128,29825.3137,-20.32761995,802.87238,,,,
5/3/2021 14:00,1400/02/13,14,1400-02-13 14:00:00,35429.9,36909.01,842.6,845.7087438,-12065085.57,-12636469.8,25699520.03,1740,49829691.16,28637.75354,29883.73927,-39.72761995,802.87238,,,,
5/3/2021 15:00,1400/02/13,15,1400-02-13 15:00:00,35433.7,37192.47,870.8,842.7385163,-12655925.5,-12668340.12,25265343.23,1740,50577194.22,29067.353,30064.69949,-67.92761995,802.87238,,,,
5/3/2021 16:00,1400/02/13,16,1400-02-13 16:00:00,34857.4,36768.5,875.8,843.65074,-12552916.6,-12543718.52,24773305.61,1740,49879138.82,28666.17174,29736.75699,-72.92761995,802.87238,,,,
5/3/2021 17:00,1400/02/13,17,1400-02-13 17:00:00,34106.9,36290.29,880.1,842.5395101,-12369174.25,-12356782.45,24170555.47,1740,48908903.97,28108.5655,29332.23262,-77.22761995,802.87238,,,,
5/3/2021 18:00,1400/02/13,18,1400-02-13 18:00:00,33318.8,35341.99,872.7,842.58179,-11937892.81,-12034769.51,23728049.58,1740,47603835.19,27358.52597,28566.41255,-69.82761995,802.87238,,,,
5/3/2021 19:00,1400/02/13,19,1400-02-13 19:00:00,32301.3,34594.74,825.2,804.9703119,-10813441.6,-11168305.85,22664721.99,1690,44291605.19,26208.05041,27748.36707,-22.32761995,802.87238,,,,
5/3/2021 20:00,1400/02/13,20,1400-02-13 20:00:00,32640.2,35061.35,832.1,811.0875147,-11059772.73,-11445484.37,22805381.62,1690,44924927.08,26582.79709,28222.56332,-29.22761995,802.87238,,,,
5/3/2021 21:00,1400/02/13,21,1400-02-13 21:00:00,34468.1,36860.5,887.9,860.3020136,-12503682.42,-12771359.25,25407302.43,1790,50414667.28,28164.61859,29690.40883,-85.02761995,802.87238,,,,
5/3/2021 22:00,1400/02/13,22,1400-02-13 22:00:00,34364.6,36759.46,901.1,861.719624,-12733768.17,-12767096.34,25122731.16,1790,50590267.49,28262.71927,29631.67134,-98.22761995,802.87238,,,,
5/3/2021 23:00,1400/02/13,23,1400-02-13 23:00:00,33642.8,36013.72,836.3,809.6021232,-11482859.57,-11724815.85,23443542.3,1690,46409261.44,27461.10144,28964.39008,-33.42761995,802.87238,,,,
5/4/2021 0:00,1400/02/13,24,1400-02-14 00:00:00,32867,34986.6,811.7,796.8980194,-10888935.7,-11285621.67,22223248.59,1640,44001119.99,26829.95122,28323.87932,-8.827619951,802.87238,,,,
5/4/2021 1:00,1400/02/14,1,1400-02-14 01:00:00,31658.3,33076.12,809.4,794.4524557,-10445529.45,-10621633.5,21438242.56,1640,42329301.46,25810.54967,26739.50699,-6.527619951,802.87238,,,,
5/4/2021 2:00,1400/02/14,2,1400-02-14 02:00:00,30607.8,31809.4,778.5,762.0212193,-9678645.477,-9749343.146,20177831.23,1590,39535122.18,24864.85672,25588.11461,24.37238005,802.87238,,,,
5/4/2021 3:00,1400/02/14,3,1400-02-14 03:00:00,29414.6,30679.42,785.8,764.5041373,-9428026.421,-9447955.676,19297579.15,1590,38153631.99,23995.99496,24716.55865,17.07238005,802.87238,,,,
5/4/2021 4:00,1400/02/14,4,1400-02-14 04:00:00,29094.8,30207.16,781.1,765.9116909,-9244843.605,-9327605.43,19147750.59,1590,37637437.8,23671.34453,24356.86918,21.77238005,802.87238,,,,
5/4/2021 5:00,1400/02/14,5,1400-02-14 05:00:00,28901.7,29960.29,772.3,763.1502518,-9033428.647,-9202562.186,19128925.56,1590,37195782.85,23393.57412,24117.30106,30.57238005,802.87238,,,,
5/4/2021 6:00,1400/02/14,6,1400-02-14 06:00:00,27953.7,28810.77,772.5,748.2478767,-8866214.798,-8725809.79,17617656.59,1540,35350086.18,22954.60142,23323.3132,30.37238005,802.87238,,,,
5/4/2021 7:00,1400/02/14,7,1400-02-14 07:00:00,26291.2,27322.97,778.1,752.9501922,-8425777.485,-8351009.31,16500706.5,1540,33352261.47,21657.31265,22182.10287,24.77238005,802.87238,,,,
5/4/2021 8:00,1400/02/14,8,1400-02-14 08:00:00,26055.4,27205.37,798.5,789.1795797,-8429312.731,-8651741.641,17766478.81,1640,34625104.27,21112.86846,21925.9136,4.372380049,802.87238,,,,
5/4/2021 9:00,1400/02/14,9,1400-02-14 09:00:00,26756.2,28276.79,795.9,789.2681334,-8614988.032,-8993947.661,18273429.82,1640,35503405.89,21648.41822,22790.60127,6.972380049,802.87238,,,,
5/4/2021 10:00,1400/02/14,10,1400-02-14 10:00:00,27443.5,28922.06,826.7,804.5436255,-9211493.106,-9329699.489,19238616.18,1690,37661602.39,22284.97183,23192.52603,-23.82761995,802.87238,,,,
5/4/2021 11:00,1400/02/14,11,1400-02-14 11:00:00,28239.9,30089.52,837.4,805.1437943,-9657085.643,-9716954.286,19664750.94,1690,38978922.23,23064.45102,24137.18979,-34.52761995,802.87238,,,,
5/4/2021 12:00,1400/02/14,12,1400-02-14 12:00:00,29209.2,31122.34,833.2,805.2448896,-9916172.89,-10052344.18,20394087.69,1690,40226433.47,23802.62335,24967.17286,-30.32761995,802.87238,,,,
5/4/2021 13:00,1400/02/14,13,1400-02-14 13:00:00,29916.4,32125.43,905.6,871.3912561,-11164920.15,-11340946.32,21807101.1,1790,44136941.39,24657.50916,26029.516,-102.72762,802.87238,,,,
5/4/2021 14:00,1400/02/14,14,1400-02-14 14:00:00,30746.5,32541.1,918.1,877.3195091,-11563112.97,-11455069.55,23221945,1840,46348170.94,25189.22334,26113.79191,-115.22762,802.87238,,,,
5/4/2021 15:00,1400/02/14,15,1400-02-14 15:00:00,31127.9,32831.09,921.7,873.7900254,-11772665.16,-11488784.09,23458475.47,1840,47003805.8,25545.54663,26296.44137,-118.82762,802.87238,,,,
5/4/2021 16:00,1400/02/14,16,1400-02-14 16:00:00,31102.7,32692.38,914.2,868.4688237,-11765467.15,-11484722.14,22542542.4,1790,46073476.7,25739.37246,26448.20821,-111.32762,802.87238,,,,
5/4/2021 17:00,1400/02/14,17,1400-02-14 17:00:00,31177.1,32434.52,900.4,869.6026364,-11539767.09,-11415833.85,22802702.8,1790,45882236.97,25632.53462,26255.28804,-97.52761995,802.87238,,,,
5/4/2021 18:00,1400/02/14,18,1400-02-14 18:00:00,30660.7,31993.25,896.1,863.6569143,-11270842.66,-11148290.45,22486343.61,1790,45028028.93,25155.32342,25816.47937,-93.22761995,802.87238,,,,
5/4/2021 19:00,1400/02/14,19,1400-02-14 19:00:00,30570.8,31678.68,843.4,833.224574,-10424826.22,-10612436.95,22164807.19,1740,43014459.64,24720.95382,25473.17323,-40.52761995,802.87238,,,,
5/4/2021 20:00,1400/02/14,20,1400-02-14 20:00:00,31580.8,32569.06,841.9,840.9210691,-10741293.28,-11058610.37,22916630.22,1740,44399216.78,25516.79125,26301.18516,-39.02761995,802.87238,,,,
5/4/2021 21:00,1400/02/14,21,1400-02-14 21:00:00,33867.5,34923.67,880,894.1677768,-11975548,-12640936.26,26128468.36,1840,50079564.36,27217.15455,28274.19325,-77.12761995,802.87238,,,,
5/4/2021 22:00,1400/02/14,22,1400-02-14 22:00:00,34391.2,35065.6,884.9,892.6464625,-12260153.28,-12660835.08,26465526.95,1840,50985833.5,27709.69212,28366.9641,-82.02761995,802.87238,,,,
5/4/2021 23:00,1400/02/14,23,1400-02-14 23:00:00,33999.5,34585.95,818.5,840.950706,-11094546.84,-11744036.88,24981368.15,1740,47170461.83,27109.46082,27930.38117,-15.62761995,802.87238,,,,
5/5/2021 0:00,1400/02/14,24,1400-02-15 00:00:00,33331.6,33859.01,811.3,828.8879576,-10735008.42,-11256221.17,24576857.68,1740,46046874.51,26463.72098,27159.81349,-8.427619951,802.87238,,,,
5/5/2021 1:00,1400/02/15,1,1400-02-15 01:00:00,32221.1,32645.43,821.6,813.8367589,-10718155.59,-10709780.15,22657366.88,1690,44093678.05,26090.93376,26319.23426,-18.72761995,802.87238,,,,
5/5/2021 2:00,1400/02/15,2,1400-02-15 02:00:00,31267,31820.02,791.6,784.5924746,-9988055.548,-10033156.51,21409465.2,1640,41385576.3,25235.1075,25575.45944,11.27238005,802.87238,,,,
5/5/2021 3:00,1400/02/15,3,1400-02-15 03:00:00,30366.8,30855.85,787.6,782.2995191,-9628826.411,-9687401.344,20842081.34,1640,40099734.17,24451.05742,24766.47654,15.27238005,802.87238,,,,
5/5/2021 4:00,1400/02/15,4,1400-02-15 04:00:00,29893,30167.99,775.5,787.944564,-9265185.885,-9571919.875,20657003.73,1640,39187375.5,23894.74116,24295.92211,27.37238005,802.87238,,,,
5/5/2021 5:00,1400/02/15,5,1400-02-15 05:00:00,29715.6,30056.04,768.1,781.6929151,-9080463.332,-9425538.674,20615169.85,1640,38776096.51,23643.96129,24115.70706,34.77238005,802.87238,,,,
5/5/2021 6:00,1400/02/15,6,1400-02-15 06:00:00,29065.1,29221.57,773.1,762.640301,-9098219.188,-8966866.027,19227358.05,1590,37423796.43,23536.97888,23515.32175,29.77238005,802.87238,,,,
5/5/2021 7:00,1400/02/15,7,1400-02-15 07:00:00,28190.9,28463.51,778.3,769.6634805,-8911058.917,-8852192.982,18586936.97,1590,36409054.81,22898.77661,23002.76213,24.57238005,802.87238,,,,
5/5/2021 8:00,1400/02/15,8,1400-02-15 08:00:00,29554.3,29688.21,767.7,794.5720484,-9024198.625,-9535779.086,20507511.95,1640,38555909.2,23509.70073,24002.30188,35.17238005,802.87238,,,,
5/5/2021 9:00,1400/02/15,9,1400-02-15 09:00:00,31557.8,31506.28,757.7,784.4381014,-9449762.305,-9931361.687,22007457.52,1640,40906982.13,24943.28179,25320.95692,45.17238005,802.87238,,,,
5/5/2021 10:00,1400/02/15,10,1400-02-15 10:00:00,33108.3,32966.13,781.4,804.3689368,-10228014.69,-10630840.88,23785958.9,1690,44241988.27,26178.69129,26432.74844,21.47238005,802.87238,,,,
5/5/2021 11:00,1400/02/15,11,1400-02-15 11:00:00,34473.8,34349.92,778.5,806.1191075,-10590868.47,-11112552.01,24800453.71,1690,45982190.65,27208.39683,27570.49649,24.37238005,802.87238,,,,
5/5/2021 12:00,1400/02/15,12,1400-02-15 12:00:00,35324.9,35434.22,787.8,804.4005234,-11046166.88,-11427405.15,25300461.43,1690,47392795.19,28043.07408,28412.22705,15.07238005,802.87238,,,,
5/5/2021 13:00,1400/02/15,13,1400-02-15 13:00:00,36043,36289.29,870.3,868.2390598,-12700724.21,-12743385.01,26843286.35,1790,52244734.78,29187.00267,29354.5536,-67.42761995,802.87238,,,,
5/5/2021 14:00,1400/02/15,14,1400-02-15 14:00:00,35937.1,36246.5,881.8,880.9252159,-12745523.76,-12836548.55,27699616.39,1840,53190663.91,28907.96952,29143.3332,-78.92761995,802.87238,,,,
5/5/2021 15:00,1400/02/15,15,1400-02-15 15:00:00,36312.7,36480.67,885.6,892.6000056,-12960147.88,-13170762.33,27933977.28,1840,53854273.04,29268.62665,29511.00661,-82.72761995,802.87238,,,,
5/5/2021 16:00,1400/02/15,16,1400-02-15 16:00:00,35886.5,36128.29,875.4,892.0511873,-12592070.44,-13031842.73,27750311.05,1840,52934451.93,28768.72387,29217.70166,-72.52761995,802.87238,,,,
5/5/2021 17:00,1400/02/15,17,1400-02-15 17:00:00,35417.2,35580.87,868,894.7224811,-12272768.14,-12890460.46,27486476.12,1840,52032012.41,28278.26761,28814.43292,-65.12761995,802.87238,,,,
5/5/2021 18:00,1400/02/15,18,1400-02-15 18:00:00,34818.2,34780.54,861.1,887.9556438,-11923457.77,-12461652.88,27109215.68,1840,50956131.23,27693.54958,28068.18779,-58.22761995,802.87238,,,,
5/5/2021 19:00,1400/02/15,19,1400-02-15 19:00:00,34139.7,34153.55,807.3,848.5458113,-10761072.42,-11596565.65,26198206.03,1790,47720350.87,26659.41389,27332.79806,-4.427619951,802.87238,,,,
5/5/2021 20:00,1400/02/15,20,1400-02-15 20:00:00,34491.6,34660.42,814.5,856.0599099,-11018514.08,-11922329.99,26393027.58,1790,48430055.74,27055.89706,27853.96175,-11.62761995,802.87238,,,,
5/5/2021 21:00,1400/02/15,21,1400-02-15 21:00:00,36309.9,36411.37,866.7,911.9548861,-12390862.3,-13397686.76,29259419.4,1890,54041144.01,28593.19789,29382.34548,-63.82761995,802.87238,,,,
5/5/2021 22:00,1400/02/15,22,1400-02-15 22:00:00,36328.6,36317.64,866.8,917.4043182,-12399387.12,-13479965.7,29273310.81,1890,54072085.06,28609.56881,29387.18606,-63.92761995,802.87238,,,,
5/5/2021 23:00,1400/02/15,23,1400-02-15 23:00:00,35864.2,35532.91,806.2,858.0739517,-11281371.02,-12264668.25,27533150.12,1790,50095892.17,27986.53194,28586.50639,-3.327619951,802.87238,,,,
5/6/2021 0:00,1400/02/15,24,1400-02-16 00:00:00,34697.5,34656.41,793.2,839.6708235,-10804385.13,-11741792.22,25793221.99,1740,47401992.25,27242.52428,27967.60801,9.672380049,802.87238,,,,
5/6/2021 1:00,1400/02/16,1,1400-02-16 01:00:00,33894.7,33083.04,773.9,834.9902265,-10168443.89,-11117364.82,25387604.72,1740,45724492.51,26278.44397,26628.73042,28.97238005,802.87238,,,,
