gdate,Day,Hour,jdate,D,D_hat,w,w_hat,reward_real,reward_hat,retailer_benefit,optimum_policy,consumer_cost,consume_real,consume_hat,w-price,price,,,,
3/21/2021 1:00,1400/01/01,1,1400-01-01 01:00:00,23260.7,24641.2,699.4,672.7255699,-6688521.242,-6697677.415,13208729.68,1390,26585772.17,19126.4548,19912.06434,103.47238,802.87238,,,,
3/21/2021 2:00,1400/01/01,2,1400-01-01 02:00:00,22022.9,23098.92,663,628.2924833,-6057839.103,-5880813.294,11457813.33,1290,23573491.53,18274.02444,18719.98616,139.87238,802.87238,,,,
3/21/2021 3:00,1400/01/01,3,1400-01-01 03:00:00,21286.8,22015.74,683,657.0367337,-6010753.716,-5879340.196,11563880.5,1340,23585387.93,17601.03577,17896.53423,119.87238,802.87238,,,,
3/21/2021 4:00,1400/01/01,4,1400-01-01 04:00:00,20722.3,21308.64,661.4,650.2447192,-5587270.86,-5605118.09,11465140.63,1340,22639682.35,16895.28533,17240.02648,141.47238,802.87238,,,,
3/21/2021 5:00,1400/01/01,5,1400-01-01 05:00:00,20496,21157.46,644.1,645.6477897,-5317051.824,-5507968.022,11489322.67,1340,22123426.31,16510.01964,17061.83498,158.77238,802.87238,,,,
3/21/2021 6:00,1400/01/01,6,1400-01-01 06:00:00,20542,21058.47,583.4,585.4237318,-4870631.452,-5018233.439,10128642.57,1190,19869905.48,16697.39956,17143.9358,219.47238,802.87238,,,,
3/21/2021 7:00,1400/01/01,7,1400-01-01 07:00:00,19779.1,20475.06,576,591.506854,-4514381.784,-4860554.916,10408158,1240,19436921.57,15674.93675,16434.48384,226.87238,802.87238,,,,
3/21/2021 8:00,1400/01/01,8,1400-01-01 08:00:00,19816.3,20750.86,635.9,638.4979872,-5044853.47,-5314581.867,11171823.65,1340,21261530.59,15866.81387,16647.13742,166.97238,802.87238,,,,
3/21/2021 9:00,1400/01/01,9,1400-01-01 09:00:00,20447.8,21290.06,683.1,682.0424892,-5683036.606,-5903841.55,11762080.45,1390,23128153.66,16638.95947,17312.23976,119.77238,802.87238,,,,
3/21/2021 10:00,1400/01/01,10,1400-01-01 10:00:00,21385,22011.31,680.9,688.1986878,-5819521.435,-6084745.473,12975763.61,1440,24614806.48,17093.61561,17683.10687,121.97238,802.87238,,,,
3/21/2021 11:00,1400/01/01,11,1400-01-01 11:00:00,22032.7,22778.8,687.9,693.2900403,-6086775.735,-6365333.47,13309678.82,1440,25483230.29,17696.6877,18362.68546,114.97238,802.87238,,,,
3/21/2021 12:00,1400/01/01,12,1400-01-01 12:00:00,22691.9,23300.59,708.2,693.831554,-6540667.872,-6518587.431,13517257.13,1440,26598592.87,18471.24505,18790.11525,94.67238005,802.87238,,,,
3/21/2021 13:00,1400/01/01,13,1400-01-01 13:00:00,22994.6,23524.15,708.7,692.7306369,-6634700.922,-6565850.813,13692554.77,1440,26961956.62,18723.58098,18956.4326,94.17238005,802.87238,,,,
3/21/2021 14:00,1400/01/01,14,1400-01-01 14:00:00,22787.6,23338.64,700.8,692.526656,-6468761.587,-6511264.142,13646428.55,1440,26583951.73,18461.07759,18804.37117,102.07238,802.87238,,,,
3/21/2021 15:00,1400/01/01,15,1400-01-01 15:00:00,22362.2,23149.41,704.1,692.1975706,-6391541.642,-6453976.028,13360418.96,1440,26143502.24,18155.20989,18647.78584,98.77238005,802.87238,,,,
3/21/2021 16:00,1400/01/01,16,1400-01-01 16:00:00,22260.7,22977.21,704.5,691.3587304,-6367784.539,-6394595.478,13295970.27,1440,26031539.35,18077.45788,18498.63232,98.37238005,802.87238,,,,
3/21/2021 17:00,1400/01/01,17,1400-01-01 17:00:00,22191.5,23030.6,712,692.9946803,-6446186.92,-6431683.378,13182090.11,1440,26074463.95,18107.26663,18561.99928,90.87238005,802.87238,,,,
3/21/2021 18:00,1400/01/01,18,1400-01-01 18:00:00,22798.9,23847.98,687.3,689.5626463,-6290376.102,-6611660.749,13777873.1,1440,26358625.31,18304.60091,19176.38893,115.57238,802.87238,,,,
3/21/2021 19:00,1400/01/01,19,1400-01-01 19:00:00,25177.4,26002.35,682.3,687.9169621,-6872347.572,-7183695.436,15263601.8,1440,29008296.95,20144.65066,20885.35632,120.57238,802.87238,,,,
3/21/2021 20:00,1400/01/01,20,1400-01-01 20:00:00,26639.4,27168.32,686.3,687.7824007,-7334279.69,-7503662.216,16109126.04,1440,30777685.42,21373.39266,21819.8727,116.57238,802.87238,,,,
3/21/2021 21:00,1400/01/01,21,1400-01-01 21:00:00,26513.2,27240.06,709.6,691.5922701,-7664011.645,-7584707.035,15777322.73,1440,31105346.02,21600.93474,21934.04225,93.27238005,802.87238,,,,
3/21/2021 22:00,1400/01/01,22,1400-01-01 22:00:00,26290.8,26669.9,710.2,686.4741318,-7609030.754,-7345416.865,15638047.44,1440,30856108.94,21427.85343,21400.41853,92.67238005,802.87238,,,,
3/21/2021 23:00,1400/01/01,23,1400-01-01 23:00:00,25646.4,25997.23,714.2,689.2698926,-7483055.299,-7203032.671,15209189.4,1440,30175300,20955.06945,20900.47091,88.67238005,802.87238,,,,
3/22/2021 0:00,1400/01/01,24,1400-01-02 00:00:00,24555.2,25088.11,709.9,683.0093948,-7102370.603,-6858475.693,14608933.03,1440,28813674.23,20009.49599,20083.10792,92.97238005,802.87238,,,,
3/22/2021 1:00,1400/01/02,1,1400-01-02 01:00:00,24555.2,25088.11,709.9,684.9259247,-7102370.603,-6886844.139,14608933.03,1440,28813674.23,20009.49599,20109.74878,92.97238005,802.87238,,,,
3/22/2021 2:00,1400/01/02,2,1400-01-02 02:00:00,23531,23010.11,633.3,632.246926,-6060338.457,-5911888.305,12568527.6,1290,24689204.51,19138.91823,18701.20063,169.57238,802.87238,,,,
3/22/2021 3:00,1400/01/02,3,1400-01-02 03:00:00,22330.6,21752.13,665.1,661.1741229,-5969170.355,-5764156.367,13011732.34,1390,24950073.05,17949.69284,17436.1221,137.77238,802.87238,,,,
3/22/2021 4:00,1400/01/02,4,1400-01-02 04:00:00,21307.7,20983.34,655.8,645.6014938,-5674709.279,-5462065.829,11840915.18,1340,23190333.74,17306.21921,16920.85871,147.07238,802.87238,,,,
3/22/2021 5:00,1400/01/02,5,1400-01-02 05:00:00,21217.2,20662.86,642.2,649.389581,-5480360.326,-5424824.222,11909671.24,1340,22870391.89,17067.45664,16707.45691,160.67238,802.87238,,,,
3/22/2021 6:00,1400/01/02,6,1400-01-02 06:00:00,21022.9,20434.44,580.7,586.7789595,-4951166.248,-4885866.146,10390031.32,1190,20292363.82,17052.40657,16653.17431,222.17238,802.87238,,,,
3/22/2021 7:00,1400/01/02,7,1400-01-02 07:00:00,20787.5,20092.01,577,595.1864166,-4756803.625,-4813241.63,10931579.91,1240,20445187.16,16488.05416,16173.8961,225.87238,802.87238,,,,
3/22/2021 8:00,1400/01/02,8,1400-01-02 08:00:00,19780.7,19332.37,642.9,640.0173229,-5117484.678,-4968616.677,11097833.47,1340,21332802.83,15920.00211,15526.50686,159.97238,802.87238,,,,
3/22/2021 9:00,1400/01/02,9,1400-01-02 09:00:00,20224.4,19742.37,680.2,682.8792418,-5495333.519,-5395565.095,12276843.3,1440,23267510.34,16157.99329,15802.39892,122.67238,802.87238,,,,
3/22/2021 10:00,1400/01/02,10,1400-01-02 10:00:00,20652.7,20524.13,689.8,694.0363584,-5728687.231,-5744323.295,12460600.64,1440,23917975.1,16609.70493,16553.37858,113.07238,802.87238,,,,
3/22/2021 11:00,1400/01/02,11,1400-01-02 11:00:00,21527.6,21464.37,698.4,699.9448981,-6080599.786,-6082304.648,12913438.72,1440,25074638.29,17412.94326,17379.38133,104.47238,802.87238,,,,
3/22/2021 12:00,1400/01/02,12,1400-01-02 12:00:00,22421.9,22431.91,697,698.3239054,-6314679.697,-6335020.473,13462860.87,1440,26092220.27,18119.59741,18143.50167,105.87238,802.87238,,,,
3/22/2021 13:00,1400/01/02,13,1400-01-02 13:00:00,22901.4,22941.36,696.3,696.8716444,-6440263.004,-6459237.873,13757356.3,1440,26637882.31,18498.52938,18537.8123,106.57238,802.87238,,,,
3/22/2021 14:00,1400/01/02,14,1400-01-02 14:00:00,22929.2,22985.8,706.4,711.8149854,-6481534.539,-6570969.986,14379757.83,1490,27342826.91,18350.89054,18462.5784,96.47238005,802.87238,,,,
3/22/2021 15:00,1400/01/02,15,1400-01-02 15:00:00,22959.2,22838.05,712.3,698.9147919,-6673252.194,-6457680.789,13635057.2,1440,26981561.59,18737.19555,18479.16474,90.57238005,802.87238,,,,
3/22/2021 16:00,1400/01/02,16,1400-01-02 16:00:00,22792.3,22682.15,706.2,697.6507878,-6542712.053,-6396683.052,13596834.05,1440,26682258.16,18529.34595,18337.7792,96.67238005,802.87238,,,,
3/22/2021 17:00,1400/01/02,17,1400-01-02 17:00:00,22663.1,22584.41,705.2,698.0158818,-6492252.931,-6373983.812,13529516.32,1440,26514022.18,18412.5154,18263.14838,97.67238005,802.87238,,,,
3/22/2021 18:00,1400/01/02,18,1400-01-02 18:00:00,22921.4,23086.74,682.7,698.1984908,-6261966.03,-6518243.442,13892447.27,1440,26416379.33,18344.70787,18671.60565,120.17238,802.87238,,,,
3/22/2021 19:00,1400/01/02,19,1400-01-02 19:00:00,23473.4,23993.34,690.1,689.1746344,-6515253.431,-6646467.916,14159653.81,1440,27190160.67,18882.05602,19288.19659,112.77238,802.87238,,,,
3/22/2021 20:00,1400/01/02,20,1400-01-02 20:00:00,25923.2,25840.11,683,689.5016403,-7086625.184,-7163032.7,15708858.75,1440,29882109.12,20751.46467,20777.42033,119.87238,802.87238,,,,
3/22/2021 21:00,1400/01/02,21,1400-01-02 21:00:00,27063.6,26744.61,685,699.7449984,-7430311.38,-7575398.722,16379226.55,1440,31239849.31,21694.3398,21651.88387,117.87238,802.87238,,,,
3/22/2021 22:00,1400/01/02,22,1400-01-02 22:00:00,26985,26386.23,679.5,693.3499008,-7321165.425,-7374329.664,16387774.26,1440,31030105.11,21548.68411,21271.59651,123.37238,802.87238,,,,
3/22/2021 23:00,1400/01/02,23,1400-01-02 23:00:00,26564.8,25842.07,685.4,694.8691209,-7299635.133,-7245413.042,16073255.53,1440,30672525.8,21300.36514,20854.0366,117.47238,802.87238,,,,
3/23/2021 0:00,1400/01/02,24,1400-01-03 00:00:00,25824.8,24978.93,678.8,684.3697132,-6995731.722,-6848676.337,15689896.84,1440,29681360.28,20612.05575,20014.55121,124.07238,802.87238,,,,
3/23/2021 1:00,1400/01/03,1,1400-01-03 01:00:00,24680.4,23315.99,650.1,700.8701839,-6267809.704,-6619722.194,15231327.13,1440,27766946.54,19282.60176,18890.00944,152.77238,802.87238,,,,
3/23/2021 2:00,1400/01/03,2,1400-01-03 02:00:00,23507.5,22790.75,618.6,653.0915543,-5744621.805,-6033258.891,13398545.65,1340,24887789.26,18572.97706,18475.99728,184.27238,802.87238,,,,
3/23/2021 3:00,1400/01/03,3,1400-01-03 03:00:00,22495,21773.84,628.4,678.6447267,-5526031.72,-5994346.617,13394735.07,1390,24446798.51,17587.62482,17665.63971,174.47238,802.87238,,,,
3/23/2021 4:00,1400/01/03,4,1400-01-03 04:00:00,21603.2,21011.78,624,660.9258567,-5250873.792,-5564891.253,12891568.35,1390,23393315.93,16829.72369,16839.6839,178.87238,802.87238,,,,
3/23/2021 5:00,1400/01/03,5,1400-01-03 05:00:00,21549.2,20777.69,619.1,655.6257714,-5272421.215,-5531420.116,12278754.49,1340,22823596.92,17032.53502,16873.71167,183.77238,802.87238,,,,
3/23/2021 6:00,1400/01/03,6,1400-01-03 06:00:00,21145.7,20620.34,570.6,592.7319394,-4758924.368,-4909947.186,11165874.42,1240,20683723.15,16680.4219,16567.17602,232.27238,802.87238,,,,
3/23/2021 7:00,1400/01/03,7,1400-01-03 07:00:00,21089.4,20189.84,565.1,594.5234496,-4677818.725,-4828780.517,11173455.52,1240,20529092.97,16555.72014,16244.20541,237.77238,802.87238,,,,
3/23/2021 8:00,1400/01/03,8,1400-01-03 08:00:00,20480.1,19464.04,620.1,646.2708205,-5022928.846,-5074271.025,11662655.95,1340,21708513.64,16200.38331,15703.2342,182.77238,802.87238,,,,
3/23/2021 9:00,1400/01/03,9,1400-01-03 09:00:00,20652.4,19835.15,669.2,692.0352018,-5477594.747,-5528071.559,12618440.02,1440,23573629.52,16370.57605,15976.27272,133.67238,802.87238,,,,
3/23/2021 10:00,1400/01/03,10,1400-01-03 10:00:00,21356.5,20749.13,669.2,698.1821175,-5664341.782,-5858048.949,13048639.11,1440,24377322.67,16928.6963,16780.86219,133.67238,802.87238,,,,
3/23/2021 11:00,1400/01/03,11,1400-01-03 11:00:00,22611,21750.13,664.7,704.6380159,-5937038.103,-6223504.537,13849813.87,1440,25723890.08,17863.81256,17664.40185,138.17238,802.87238,,,,
3/23/2021 12:00,1400/01/03,12,1400-01-03 12:00:00,23472,22730.53,668,711.5419338,-6103189.44,-6494333.838,15020424.31,1490,27226803.19,18273.02228,18254.25468,134.87238,802.87238,,,,
3/23/2021 13:00,1400/01/03,13,1400-01-03 13:00:00,23544.2,23303.22,684.7,710.8288029,-6353943.887,-6648152.183,14946198.37,1490,27654086.14,18559.78936,18705.35397,118.17238,802.87238,,,,
3/23/2021 14:00,1400/01/03,14,1400-01-03 14:00:00,24051.7,23417.35,672.3,717.004136,-6314942.197,-6766032.08,15361381.03,1490,27991265.43,18786.08418,18873.0629,130.57238,802.87238,,,,
3/23/2021 15:00,1400/01/03,15,1400-01-03 15:00:00,23821.1,23265.03,675.4,710.3140391,-6297965.345,-6630191.16,15191953.12,1490,27787883.81,18649.58645,18668.33765,127.47238,802.87238,,,,
3/23/2021 16:00,1400/01/03,16,1400-01-03 16:00:00,23886.2,23015.15,669.1,709.6565671,-6226391.868,-6550051.266,15277970.66,1490,27730754.4,18611.24456,18459.77778,133.77238,802.87238,,,,
3/23/2021 17:00,1400/01/03,17,1400-01-03 17:00:00,23838.7,22983.02,657.8,712.8142604,-6055077.477,-6583725.416,15320874.06,1490,27431029.01,18410.08658,18472.48514,145.07238,802.87238,,,,
3/23/2021 18:00,1400/01/03,18,1400-01-03 18:00:00,24311.2,23440.81,643.7,703.3343074,-6082248.95,-6689239.285,15048298.4,1440,27212796.29,18897.7752,19021.50717,159.17238,802.87238,,,,
3/23/2021 19:00,1400/01/03,19,1400-01-03 19:00:00,24603.6,24287.76,646.3,695.7856441,-6193144.381,-6822760.398,15211198.19,1440,27597486.95,19164.9215,19611.67338,156.57238,802.87238,,,,
3/23/2021 20:00,1400/01/03,20,1400-01-03 20:00:00,26566.9,26142.97,662.3,697.5055908,-6938131.903,-7370443.051,16294081.78,1440,30170345.59,20951.62888,21133.71749,140.57238,802.87238,,,,
3/23/2021 21:00,1400/01/03,21,1400-01-03 21:00:00,27704.8,27120.76,662.2,712.9626694,-7108996.27,-7771398.857,17773564.22,1490,31991556.76,21470.84346,21800.29668,140.67238,802.87238,,,,
3/23/2021 22:00,1400/01/03,22,1400-01-03 22:00:00,27401.8,26639.79,681.9,709.1016227,-7349738.198,-7572891.968,17419925.03,1490,32119401.42,21556.64525,21359.11617,120.97238,802.87238,,,,
3/23/2021 23:00,1400/01/03,23,1400-01-03 23:00:00,27105.8,25994.2,671.8,711.5742899,-7108821.32,-7427292.379,17315979.77,1490,31533622.41,21163.50497,20875.66256,131.07238,802.87238,,,,
3/24/2021 0:00,1400/01/03,24,1400-01-04 00:00:00,26395.8,25309.31,664.4,703.2820109,-6926152.337,-7221667.058,16170751.81,1440,30023056.49,20849.34478,20537.04473,138.47238,802.87238,,,,
3/24/2021 1:00,1400/01/04,1,1400-01-04 01:00:00,25318.5,24407.9,634.8,653.4711382,-6429177.342,-6466823.595,14284359.99,1340,27142714.68,20255.75722,19792.22407,168.07238,802.87238,,,,
3/24/2021 2:00,1400/01/04,2,1400-01-04 02:00:00,24338.2,23459.28,605.7,603.0567212,-5981429.047,-5728837.475,12527721.46,1240,24490579.55,19750.46738,18999.33215,197.17238,802.87238,,,,
3/24/2021 3:00,1400/01/04,3,1400-01-04 03:00:00,23520.5,22647.58,620.2,630.5764647,-5875844.269,-5796424.211,12691520.45,1290,24443208.99,18948.22402,18384.52443,182.67238,802.87238,,,,
3/24/2021 4:00,1400/01/04,4,1400-01-04 04:00:00,22765.5,21714.34,606.7,619.5343684,-5505904.472,-5416105.278,12402124.69,1290,23413933.64,18150.33615,17484.43849,196.17238,802.87238,,,,
3/24/2021 5:00,1400/01/04,5,1400-01-04 05:00:00,22453.5,21304.57,593.4,612.6021773,-5254253.721,-5226762.745,12336073.95,1290,22844581.4,17708.97783,17064.13375,209.47238,802.87238,,,,
3/24/2021 6:00,1400/01/04,6,1400-01-04 06:00:00,22276.1,21089.52,553.9,556.7274973,-4994323.896,-4763473.504,10569320.22,1140,20557968.01,18033.30528,17112.40608,248.97238,802.87238,,,,
3/24/2021 7:00,1400/01/04,7,1400-01-04 07:00:00,22026.7,20750.89,546.7,556.6110082,-4844838.745,-4685561.23,10515613.05,1140,20205290.54,17723.93907,16836.03508,256.17238,802.87238,,,,
3/24/2021 8:00,1400/01/04,8,1400-01-04 08:00:00,21131.4,19925.12,611.9,609.9160908,-5270614.919,-4946420.874,10820307.99,1240,21361537.83,17227.04664,16220.00452,190.97238,802.87238,,,,
3/24/2021 9:00,1400/01/04,9,1400-01-04 09:00:00,21180.5,20076.11,661.6,649.5925826,-5713312.792,-5273183.499,11716781.74,1340,23143407.32,17271.19949,16235.35625,141.27238,802.87238,,,,
3/24/2021 10:00,1400/01/04,10,1400-01-04 10:00:00,21840.3,20935.1,675.8,656.4609267,-6074267.917,-5583641.277,11940008.14,1340,24088543.97,17976.52535,17011.34386,127.07238,802.87238,,,,
3/24/2021 11:00,1400/01/04,11,1400-01-04 11:00:00,22793.6,21908.62,681.8,663.1216274,-6317519.763,-5830798.69,13124281.3,1390,25759320.83,18531.88549,17585.91018,121.07238,802.87238,,,,
3/24/2021 12:00,1400/01/04,12,1400-01-04 12:00:00,23908.7,22973.59,668.8,666.4911696,-6443203.38,-6159903.863,13896047.48,1390,26782454.24,19267.95269,18484.57757,134.07238,802.87238,,,,
3/24/2021 13:00,1400/01/04,13,1400-01-04 13:00:00,24476.6,23441.35,657.9,665.8438302,-6438838.873,-6276371.293,14330062.13,1390,27207739.88,19573.91358,18852.38252,144.97238,802.87238,,,,
3/24/2021 14:00,1400/01/04,14,1400-01-04 14:00:00,24334.2,23510.44,665.6,672.883218,-6511929.257,-6392514.464,14174403.71,1390,27198262.22,19567.09512,19000.36825,137.27238,802.87238,,,,
3/24/2021 15:00,1400/01/04,15,1400-01-04 15:00:00,24394.4,23484.54,661.5,671.1504161,-6469028.964,-6361462.734,14248488.59,1390,27186546.52,19558.66656,18956.89128,141.37238,802.87238,,,,
3/24/2021 16:00,1400/01/04,16,1400-01-04 16:00:00,24119,23260.06,663.4,668.6559281,-6423034.414,-6266422.929,14069872.79,1390,26915941.62,19363.98678,18743.34068,139.47238,802.87238,,,,
3/24/2021 17:00,1400/01/04,17,1400-01-04 17:00:00,24161.8,23221.29,662,670.0916206,-6414474.664,-6275647.812,14107968.45,1390,26936917.77,19379.07753,18730.71568,140.87238,802.87238,,,,
3/24/2021 18:00,1400/01/04,18,1400-01-04 18:00:00,24534.9,23511.48,662.1,656.8422724,-6625379.861,-6276082.542,13566968.76,1340,26817728.48,20013.23021,19109.86185,140.77238,802.87238,,,,
3/24/2021 19:00,1400/01/04,19,1400-01-04 19:00:00,24989,24368.45,667.4,655.2170652,-6826145.174,-6481473.262,13758661.2,1340,27410951.55,20455.93399,19784.20162,135.47238,802.87238,,,,
3/24/2021 20:00,1400/01/04,20,1400-01-04 20:00:00,26824.9,26359.32,671,653.6738424,-7384626.721,-6987000.82,14725231.82,1340,29494485.26,22010.8099,21377.63627,131.87238,802.87238,,,,
3/24/2021 21:00,1400/01/04,21,1400-01-04 21:00:00,27966.6,27374.46,675.6,662.9978218,-7648976.966,-7283487.393,16176522.04,1390,31474475.97,22643.50789,21971.37654,127.27238,802.87238,,,,
3/24/2021 22:00,1400/01/04,22,1400-01-04 22:00:00,27863.3,27144.4,683.8,658.8598695,-7755526.649,-7156005.507,16019166.19,1390,31530219.48,22683.61114,21722.38996,119.07238,802.87238,,,,
3/24/2021 23:00,1400/01/04,23,1400-01-04 23:00:00,27254.9,26497.22,681.6,662.3537536,-7550806.516,-7040012.322,15695397.11,1390,30797010.14,22156.1224,21257.55998,121.27238,802.87238,,,,
3/25/2021 0:00,1400/01/04,24,1400-01-05 00:00:00,26629.3,25741.93,667.9,655.3724746,-7282075.007,-6849149.137,14655734.73,1340,29219884.74,21805.88414,20901.54653,134.97238,802.87238,,,,
3/25/2021 1:00,1400/01/05,1,1400-01-05 01:00:00,25468.7,24934.86,629.9,627.4846161,-6508297.067,-6336344.977,13640663.26,1290,26657257.39,20664.54062,20196.01697,172.97238,802.87238,,,,
3/25/2021 2:00,1400/01/05,2,1400-01-05 02:00:00,24336.7,23540.49,574.8,587.028535,-5646893.174,-5631987.743,12087573.7,1190,23381360.05,19648.20172,19188.12258,228.07238,802.87238,,,,
3/25/2021 3:00,1400/01/05,3,1400-01-05 03:00:00,23116.9,22447.87,598.4,605.693107,-5581714.206,-5516764.583,11969344.37,1240,23132772.78,18655.46192,18216.36904,204.47238,802.87238,,,,
3/25/2021 4:00,1400/01/05,4,1400-01-05 04:00:00,22267.4,21618,598.9,597.465777,-5383166.217,-5207880.148,11524955.29,1240,22291287.73,17976.84494,17433.23333,203.97238,802.87238,,,,
3/25/2021 5:00,1400/01/05,5,1400-01-05 05:00:00,21655.8,21256.17,597,591.2399251,-5211035.154,-5042634.28,11225110.9,1240,21647181.21,17457.4042,17057.82734,205.87238,802.87238,,,,
3/25/2021 6:00,1400/01/05,6,1400-01-05 06:00:00,21767.9,21070.97,538.9,540.7684445,-4687739.033,-4560882.723,10457598.56,1140,19833076.63,17397.43564,16868.15409,263.97238,802.87238,,,,
3/25/2021 7:00,1400/01/05,7,1400-01-05 07:00:00,21824.2,20858.03,533.2,538.9641131,-4724677.41,-4586447.744,9867593.33,1090,19316948.15,17721.97078,17019.49214,269.67238,802.87238,,,,
3/25/2021 8:00,1400/01/05,8,1400-01-05 08:00:00,21328.4,20643.18,601.7,589.8437949,-5191396.545,-4880209.574,11014354.05,1240,21397147.14,17255.76382,16547.46431,201.17238,802.87238,,,,
3/25/2021 9:00,1400/01/05,9,1400-01-05 09:00:00,22257.7,21386.83,639.8,630.5151902,-5817762.141,-5472974.537,11824660.66,1290,23460184.94,18186.18988,17360.32572,163.07238,802.87238,,,,
3/25/2021 10:00,1400/01/05,10,1400-01-05 10:00:00,23081.8,22425.76,644.5,634.6015711,-6097172.879,-5792908.556,12213266.39,1290,24407612.15,18920.62957,18256.83648,158.37238,802.87238,,,,
3/25/2021 11:00,1400/01/05,11,1400-01-05 11:00:00,24257.3,23450.52,644,636.9455091,-6291373.328,-5984522.294,13598744.83,1340,26181491.49,19538.42648,18791.3164,158.87238,802.87238,,,,
3/25/2021 12:00,1400/01/05,12,1400-01-05 12:00:00,25261.1,24223.78,649.4,640.0884945,-6632200.761,-6226776.226,14105937.31,1340,27370338.83,20425.626,19455.98548,153.47238,802.87238,,,,
3/25/2021 13:00,1400/01/05,13,1400-01-05 13:00:00,25598.2,24677.13,635.5,645.55042,-6510774.179,-6422833.787,14435375.01,1340,27456923.37,20490.24132,19898.78277,167.37238,802.87238,,,,
3/25/2021 14:00,1400/01/05,14,1400-01-05 14:00:00,25775.6,24709.25,640.8,645.3597082,-6636495.283,-6428413.528,14482638.9,1340,27755629.46,20713.15631,19921.95499,162.07238,802.87238,,,,
3/25/2021 15:00,1400/01/05,15,1400-01-05 15:00:00,25698.7,24553.63,641.9,645.4313757,-6633374.143,-6388965.303,14428286.3,1340,27695034.59,20667.93626,19797.50457,160.97238,802.87238,,,,
3/25/2021 16:00,1400/01/05,16,1400-01-05 16:00:00,25631.6,24426.89,637.9,641.7403319,-6555563.648,-6302792.159,14430666.99,1340,27541794.29,20553.57783,19642.81142,164.97238,802.87238,,,,
3/25/2021 17:00,1400/01/05,17,1400-01-05 17:00:00,25240.4,24445.92,642.7,638.535083,-6526990.757,-6261472.806,14162970.76,1340,27216952.28,20311.15842,19611.99305,160.17238,802.87238,,,,
3/25/2021 18:00,1400/01/05,18,1400-01-05 18:00:00,25377.5,24800.57,639.2,625.773748,-6624238.07,-6277185.752,13488905.31,1290,26737381.45,20726.65228,20062.15752,163.67238,802.87238,,,,
3/25/2021 19:00,1400/01/05,19,1400-01-05 19:00:00,25719.5,25533.96,649.9,625.7598499,-6875876.85,-6462602.16,13544387.66,1290,27296141.36,21159.79951,20655.21513,152.97238,802.87238,,,,
3/25/2021 20:00,1400/01/05,20,1400-01-05 20:00:00,27254.2,27372.96,655.7,630.541032,-7379428.955,-7005266.268,14277174.88,1290,29036032.79,22508.55255,22219.85854,147.17238,802.87238,,,,
3/25/2021 21:00,1400/01/05,21,1400-01-05 21:00:00,28642.6,28319.26,658.5,635.9916264,-7673782.179,-7211076.458,15883622.03,1340,31231186.39,23306.85552,22676.63962,144.37238,802.87238,,,,
3/25/2021 22:00,1400/01/05,22,1400-01-05 22:00:00,28215.5,27910.32,667,640.4279313,-7700856.415,-7179999.023,15540258.97,1340,30941971.8,23091.02373,22422.5043,135.87238,802.87238,,,,
3/25/2021 23:00,1400/01/05,23,1400-01-05 23:00:00,27725.5,27121.16,665.3,638.9941259,-7539312.039,-6954042.641,15291669.42,1340,30370293.5,22664.39813,21765.59176,137.57238,802.87238,,,,
3/26/2021 0:00,1400/01/05,24,1400-01-06 00:00:00,27078,26303.6,646.9,632.2773198,-7191131.538,-6758542.169,14297779.23,1290,28680042.31,22232.59094,21378.41089,155.97238,802.87238,,,,
3/26/2021 1:00,1400/01/06,1,1400-01-06 01:00:00,26115.3,25295.75,616.6,626.8516572,-6468603.118,-6418606.282,14128956.66,1290,27066162.9,20981.52163,20478.86835,186.27238,802.87238,,,,
3/26/2021 2:00,1400/01/06,2,1400-01-06 02:00:00,24607.6,23993.56,582.4,590.279304,-5709356.922,-5678430.824,12893108.21,1240,24311822.06,19606.30811,19239.80999,220.47238,802.87238,,,,
3/26/2021 3:00,1400/01/06,3,1400-01-06 03:00:00,23697.3,22961.46,603.4,608.1518066,-5791762.304,-5676292.559,12220868.02,1240,23804392.63,19197.09083,18667.3541,199.47238,802.87238,,,,
3/26/2021 4:00,1400/01/06,4,1400-01-06 04:00:00,23036.7,22046.2,587.8,598.1459019,-5418277.913,-5319882.148,12023820.53,1240,22860376.36,18435.78739,17787.90804,215.07238,802.87238,,,,
3/26/2021 5:00,1400/01/06,5,1400-01-06 05:00:00,22515.6,21589.92,582.9,589.4364211,-5230621.552,-5098837.183,11792902.46,1240,22254145.56,17946.89158,17300.71981,219.97238,802.87238,,,,
3/26/2021 6:00,1400/01/06,6,1400-01-06 06:00:00,22414.9,21341,523.9,543.5650742,-4628699.265,-4654544.527,10886587.58,1140,20143986.11,17670.16326,17125.98821,278.97238,802.87238,,,,
3/26/2021 7:00,1400/01/06,7,1400-01-06 07:00:00,22129.6,20976.38,522.2,539.6896581,-4647171.741,-4621450.978,10105952.18,1090,19400295.66,17798.43639,17126.32773,280.67238,802.87238,,,,
3/26/2021 8:00,1400/01/06,8,1400-01-06 08:00:00,21338.4,20411.95,594.9,595.863177,-5108220.914,-4898036.712,11078545.34,1240,21294987.17,17173.37675,16440.13895,207.97238,802.87238,,,,
3/26/2021 9:00,1400/01/06,9,1400-01-06 09:00:00,21697.5,21021.12,632.4,639.8162499,-5478965.91,-5400148.886,12260962.3,1340,23218894.12,17327.53292,16880.31177,170.47238,802.87238,,,,
