,mean,mean_ci_lower,mean_ci_upper,mean_se
3/25/2021 19:00,641.4732156,598.710445,688.9747607,1.444957434
3/25/2021 20:00,646.4551845,602.6283425,695.2304999,1.465186996
3/25/2021 21:00,652.1034707,607.1391548,702.2412887,1.485141031
3/25/2021 22:00,656.7398627,610.7341939,708.1330617,1.504830498
3/25/2021 23:00,655.2397605,608.8281065,707.154162,1.524265651
3/26/2021 0:00,648.2636884,602.0324795,700.0181589,1.543456097
3/26/2021 1:00,619.3750663,590.1046316,650.8256464,1.241734788
3/26/2021 2:00,576.3621457,549.6253586,605.0510693,1.259716124
3/26/2021 3:00,595.5842474,567.1634725,626.1440909,1.27744438
3/26/2021 4:00,589.3150076,560.9576686,619.8258879,1.29492995
3/26/2021 5:00,583.3069469,555.0090606,613.7727876,1.312182535
3/26/2021 6:00,533.6529321,508.4694739,560.7092561,1.329211208
3/26/2021 7:00,529.175542,503.9944107,556.2462105,1.346024468
3/26/2021 8:00,588.3274501,558.6153247,620.4167023,1.362630287
3/26/2021 9:00,628.8275565,595.7274395,664.6971682,1.379036159
3/26/2021 10:00,635.2205608,601.2525805,672.0796523,1.395249139
3/26/2021 11:00,639.098586,603.2935075,678.1094503,1.460508875
3/26/2021 12:00,636.9629608,600.0626698,677.2899973,1.514825668
3/26/2021 13:00,636.2751347,598.4072268,677.7649365,1.558925765
3/26/2021 14:00,639.6441755,600.6193628,682.5045064,1.596006357
3/26/2021 15:00,638.1388344,598.4044449,681.8669338,1.632244786
3/26/2021 16:00,636.4711067,596.1720078,680.8959857,1.663168097
3/26/2021 17:00,634.2655465,593.4710896,679.3094017,1.693526851
3/26/2021 18:00,626.4388848,585.7563021,671.4047178,1.72076354
3/26/2021 19:00,628.2549107,586.8466014,674.0947575,1.745354916
3/26/2021 20:00,632.4858297,590.1221982,679.4648056,1.769604589
3/26/2021 21:00,637.5042021,594.1044959,685.7182137,1.793526421
3/26/2021 22:00,643.0994941,598.6002009,692.6252321,1.817133358
3/26/2021 23:00,641.4480874,596.5745504,691.4524938,1.840437519
3/27/2021 0:00,632.4971595,588.0031192,682.1102956,1.863450263
3/27/2021 1:00,604.2815506,576.0374554,634.576155,1.399278108
3/27/2021 2:00,565.8466194,539.7817226,593.7744765,1.419524353
3/27/2021 3:00,585.1061146,557.3893675,614.8642259,1.439485864
3/27/2021 4:00,575.6431082,548.2089129,605.1110456,1.459174327
3/27/2021 5:00,570.2310974,542.8179906,599.6954165,1.47860065
3/27/2021 6:00,518.6443102,494.4139172,544.6329615,1.497775032
3/27/2021 7:00,515.324713,491.0232252,541.4073975,1.516707028
3/27/2021 8:00,577.6599658,548.7002983,608.8866345,1.535405606
3/27/2021 9:00,615.7756405,583.6747825,650.4977129,1.55387919
3/27/2021 10:00,616.3992991,583.88877,651.5982255,1.572135714
3/27/2021 11:00,619.188346,584.9899901,656.3596672,1.646094489
3/27/2021 12:00,620.5751743,585.0376269,659.3261836,1.70767105
3/27/2021 13:00,615.580669,579.471112,655.0422498,1.757454213
3/27/2021 14:00,619.461385,582.19551,660.2834564,1.799364123
3/27/2021 15:00,619.1191226,581.0732539,660.8812684,1.84031986
3/27/2021 16:00,616.507461,578.0043245,658.838951,1.875316563
3/27/2021 17:00,617.1309878,577.898757,660.3409837,1.909672023
3/27/2021 18:00,611.4343202,572.1221441,654.7823451,1.940514945
3/27/2021 19:00,616.3210713,576.0182249,660.8394764,1.968274765
3/27/2021 20:00,620.9237641,579.6519417,666.5910639,1.995648479
3/27/2021 21:00,624.9324048,582.7443153,671.6914424,2.022651763
3/27/2021 22:00,631.3194463,587.9796441,679.4431116,2.04929926
3/27/2021 23:00,629.7168996,586.0077666,678.3101237,2.075604673
3/28/2021 0:00,617.8284021,574.7856627,665.7005725,2.101580848
3/28/2021 1:00,574.5288701,547.9102229,603.057841,1.44435969
3/28/2021 2:00,537.4767751,512.9311657,563.7569456,1.46585651
3/28/2021 3:00,552.6378658,526.7393358,580.4179386,1.487042602
3/28/2021 4:00,543.2961137,517.6785818,570.7870715,1.507931063
3/28/2021 5:00,539.1435428,513.4713797,566.7129865,1.528534096
3/28/2021 6:00,491.4362268,468.6610671,515.8463615,1.548863091
3/28/2021 7:00,489.2349285,466.3223874,513.8109333,1.568928701
3/28/2021 8:00,543.0527443,516.1292629,572.0542643,1.588740904
3/28/2021 9:00,575.9227798,546.2935037,607.9320406,1.608309066
3/28/2021 10:00,579.169196,548.9556656,611.8463923,1.627641989
3/28/2021 11:00,583.2113587,551.3172465,617.8425699,1.704251137
3/28/2021 12:00,585.6010775,552.3629469,621.8093595,1.768389445
3/28/2021 13:00,582.9617111,549.0028015,620.042349,1.820644426
3/28/2021 14:00,587.658874,552.5108214,626.1325409,1.864884782
3/28/2021 15:00,589.2709439,553.2042419,628.8375027,1.908099676
3/28/2021 16:00,586.2249532,549.7629333,626.2882127,1.944994484
3/28/2021 17:00,588.6773153,551.3465761,629.7744754,1.98120234
3/28/2021 18:00,586.8177716,549.0693137,628.435223,2.013963344
3/28/2021 19:00,592.0331628,553.274267,634.8423613,2.043383682
3/28/2021 20:00,596.8363766,557.0995624,640.8036854,2.072386401
3/28/2021 21:00,599.4299416,558.9225379,644.3214654,2.100988795
3/28/2021 22:00,603.5251974,562.101596,649.5100951,2.129206997
3/28/2021 23:00,600.8579886,559.1835841,647.1749495,2.157056086
3/29/2021 0:00,589.8502084,548.7668544,635.5317191,2.184550178
3/29/2021 1:00,610.3290731,581.0975584,641.75178,1.358965131
3/29/2021 2:00,568.7639295,541.9799562,597.5194861,1.3790114
3/29/2021 3:00,586.9634845,558.5492921,617.5321967,1.398770409
3/29/2021 4:00,571.2758831,543.5816362,601.0732843,1.418254163
3/29/2021 5:00,562.0828325,534.6744868,591.5857553,1.437473856
3/29/2021 6:00,514.5205668,490.0814788,540.77534,1.456439941
3/29/2021 7:00,513.3330886,488.6731193,539.8475526,1.4751622
3/29/2021 8:00,576.0410288,546.5796066,607.8727717,1.493649801
3/29/2021 9:00,607.9750046,575.7614497,642.8813448,1.511911355
3/29/2021 10:00,611.676437,578.8079412,647.3346579,1.529954953
3/29/2021 11:00,617.1705699,582.4086349,655.0378011,1.600332774
3/29/2021 12:00,616.1416718,580.2392571,655.3722636,1.659334576
3/29/2021 13:00,618.5038523,581.4041788,659.1534613,1.707391987
3/29/2021 14:00,619.1788439,581.1762521,660.9104766,1.748045849
3/29/2021 15:00,620.4274721,581.4886385,663.2821265,1.787775484
3/29/2021 16:00,615.4754732,576.2792759,658.6772612,1.822011383
3/29/2021 17:00,615.3159626,575.4461861,659.3386474,1.85561574
3/29/2021 18:00,614.2580134,573.8641591,658.928632,1.886131886
3/29/2021 19:00,624.7074574,582.7571936,671.2034148,1.913344062
3/29/2021 20:00,630.0179074,586.990073,677.796407,1.940174609
3/29/2021 21:00,633.4071681,589.4860339,682.2600971,1.966639144
3/29/2021 22:00,639.4160975,594.3364047,689.6520413,1.992752251
3/29/2021 23:00,632.7581785,587.805007,682.8971971,2.018527568
3/30/2021 0:00,622.8025785,578.3340533,672.4298409,2.043977875
3/30/2021 1:00,606.1102275,576.9810313,637.4275838,1.38675015
3/30/2021 2:00,564.1392595,537.4826136,592.7622133,1.407733634
3/30/2021 3:00,585.4304897,556.9170328,616.1168285,1.428408901
3/30/2021 4:00,565.0523618,537.5821946,594.6117513,1.448789147
3/30/2021 5:00,556.4655,529.2341517,585.7826288,1.468886653
3/30/2021 6:00,506.881019,482.7593982,532.7955628,1.488712868
3/30/2021 7:00,507.2800087,482.8249189,533.5782691,1.508278492
3/30/2021 8:00,567.5036112,538.4149751,598.934451,1.527593537
3/30/2021 9:00,601.3430771,569.3512102,636.016761,1.546667391
3/30/2021 10:00,607.8594458,574.9884399,643.5352003,1.565508871
3/30/2021 11:00,614.1604604,579.32632,652.1250757,1.637624566
3/30/2021 12:00,616.2820743,580.0396015,655.9128001,1.698032693
3/30/2021 13:00,616.762164,579.468399,657.6502672,1.747537672
3/30/2021 14:00,617.8695127,579.6197108,659.9021814,1.789649431
3/30/2021 15:00,619.9010653,580.6285534,663.1575596,1.830792794
3/30/2021 16:00,616.4401527,576.7595103,660.2175102,1.866403471
3/30/2021 17:00,615.7181104,575.3980863,660.2804588,1.901347307
3/30/2021 18:00,615.3778817,574.4494336,660.6872678,1.933121909
3/30/2021 19:00,626.5629307,583.9793554,673.8151784,1.961514372
3/30/2021 20:00,631.9383627,588.2472139,680.5116245,1.989501683
3/30/2021 21:00,634.4609491,589.9419823,684.0370289,2.017100707
3/30/2021 22:00,641.3466798,595.5568252,692.4395811,2.04432717
3/30/2021 23:00,633.6924509,588.1218847,684.5832802,2.071195764
3/31/2021 0:00,622.141372,577.2157621,672.3362668,2.097720241
3/31/2021 1:00,630.9408926,600.1245934,664.0890443,1.510600753
3/31/2021 2:00,591.5411399,563.019344,622.1914542,1.533475875
3/31/2021 3:00,615.9069447,585.2687597,648.9096705,1.556014745
3/31/2021 4:00,589.9214415,560.7115172,621.3744621,1.578231768
3/31/2021 5:00,577.8753881,549.1319698,608.8368757,1.60014035
3/31/2021 6:00,525.7020637,500.2565306,553.0544511,1.621752992
3/31/2021 7:00,523.4090315,497.8007586,550.9586581,1.643081372
3/31/2021 8:00,588.615697,557.9729129,621.7423004,1.664136419
3/31/2021 9:00,617.7247818,584.5083849,653.7296323,1.684928381
3/31/2021 10:00,625.3743611,591.1754171,662.4971705,1.705466879
3/31/2021 11:00,635.9735937,599.3782113,675.8759139,1.785192956
3/31/2021 12:00,643.5516301,605.0005228,685.742837,1.852107803
3/31/2021 13:00,645.8322434,605.9932219,689.5558098,1.906844919
3/31/2021 14:00,647.3237605,606.4198345,692.3229497,1.953561474
3/31/2021 15:00,647.1152695,605.3201399,693.1969089,1.999186664
3/31/2021 16:00,645.827595,603.3691385,692.7266556,2.038553691
3/31/2021 17:00,645.5333239,602.3376838,693.3357716,2.077174761
3/31/2021 18:00,644.544767,600.7578997,693.0803759,2.111910509
3/31/2021 19:00,656.5193843,610.9438737,707.1576636,2.143106443
3/31/2021 20:00,663.3581553,616.4786391,715.5496746,2.173854746
3/31/2021 21:00,666.2378684,618.4461714,719.5358073,2.204174151
3/31/2021 22:00,672.8724978,623.7822818,727.7262405,2.23408212
3/31/2021 23:00,663.2077086,614.5123409,717.6612294,2.263594962
4/1/2021 0:00,650.8066752,602.8190239,704.4957323,2.292727935
4/1/2021 1:00,610.7651197,581.2095457,642.5219595,1.596027006
4/1/2021 2:00,573.6130444,546.1795619,603.0641203,1.620096154
4/1/2021 3:00,598.6011272,569.047074,630.4043362,1.643812913
4/1/2021 4:00,572.1171485,544.0186921,602.3419318,1.667192322
4/1/2021 5:00,554.1216452,526.9093069,583.3930667,1.69024838
4/1/2021 6:00,502.8059949,478.7873103,528.5888929,1.712994142
4/1/2021 7:00,499.7988733,475.6823679,525.7060211,1.73544181
4/1/2021 8:00,560.7475722,532.0110451,591.7606591,1.757602805
4/1/2021 9:00,587.6124136,556.5390362,621.2323891,1.779487838
4/1/2021 10:00,596.5672472,564.4506141,631.3674767,1.801106968
4/1/2021 11:00,604.4127863,570.2435088,641.5928037,1.884517825
4/1/2021 12:00,612.2157718,576.178686,651.5710946,1.954784266
4/1/2021 13:00,617.1742645,579.6974339,658.2213021,2.012358381
4/1/2021 14:00,617.2783365,578.9163011,659.3889533,2.061618333
4/1/2021 15:00,618.9993773,579.6288185,662.3162471,2.10972843
4/1/2021 16:00,616.27732,576.4157592,660.2090025,2.151330088
4/1/2021 17:00,615.0712343,574.6016724,659.751651,2.192142388
4/1/2021 18:00,613.8057723,572.8125031,659.1352583,2.228750227
4/1/2021 19:00,623.7872154,581.2635081,670.9123661,2.261536057
4/1/2021 20:00,631.1684792,587.3463407,679.8298627,2.29385333
4/1/2021 21:00,634.548684,589.8130904,684.3090341,2.325721579
4/1/2021 22:00,643.2131314,597.0294237,694.6909825,2.357159016
4/1/2021 23:00,635.8979778,589.8864351,687.2294195,2.388182655
4/2/2021 0:00,627.9427983,582.1916896,679.0246531,2.418808416
4/2/2021 1:00,616.7087407,586.7450705,648.9083587,1.629115572
4/2/2021 2:00,576.1504686,548.5351916,605.7965969,1.653942781
4/2/2021 3:00,598.5357221,568.975174,630.3412936,1.678402782
4/2/2021 4:00,577.4562344,548.9678114,608.1057227,1.702511403
4/2/2021 5:00,554.8357746,527.5499844,584.1843529,1.726283364
4/2/2021 6:00,505.2115716,480.9988612,531.2047148,1.749732388
4/2/2021 7:00,502.2084207,477.8926235,528.3319432,1.772871289
4/2/2021 8:00,566.3648405,537.186143,597.8627732,1.795712054
4/2/2021 9:00,593.5364518,561.9835548,627.6837658,1.818265921
4/2/2021 10:00,599.5751781,567.1909358,634.6683871,1.840543435
4/2/2021 11:00,607.0045672,572.5957761,644.4467322,1.925357358
4/2/2021 12:00,616.7303696,580.2950058,656.5257818,1.996557009
4/2/2021 13:00,620.3680726,582.5969723,661.7390576,2.055231334
4/2/2021 14:00,618.1853222,579.7198713,660.40526,2.105715402
4/2/2021 15:00,620.4689841,580.9394596,663.9582074,2.155017139
4/2/2021 16:00,620.0413799,579.809251,664.3856422,2.19744517
4/2/2021 17:00,617.9351878,577.1732766,662.9398235,2.239069379
4/2/2021 18:00,615.8925938,574.6743304,661.4700875,2.276538059
4/2/2021 19:00,626.9906169,584.1282904,674.4939411,2.310205971
4/2/2021 20:00,635.9944589,591.6665122,685.2262999,2.343390221
4/2/2021 21:00,642.9395105,597.3325177,693.6914767,2.376111072
4/2/2021 22:00,651.6279054,604.5530117,704.1224434,2.408387411
4/2/2021 23:00,643.6765136,596.8281463,695.9634712,2.440236878
4/3/2021 0:00,633.1925014,586.8554541,684.9415868,2.471675973
4/3/2021 1:00,632.907647,601.6073124,666.5670273,1.772914538
4/3/2021 2:00,591.3012322,562.4152298,622.3357892,1.800882636
4/3/2021 3:00,612.0774315,581.3109164,645.2036921,1.828422975
4/3/2021 4:00,592.580469,562.7588528,624.6922628,1.855554602
4/3/2021 5:00,568.1627961,539.6594124,598.8477544,1.882295192
4/3/2021 6:00,519.793643,494.2942095,547.1983,1.908661179
4/3/2021 7:00,516.9953284,491.3556436,544.5732607,1.93466788
4/3/2021 8:00,586.6534442,555.6517275,620.164819,1.960329593
4/3/2021 9:00,618.6738578,584.8606496,655.3258933,1.985659694
4/3/2021 10:00,624.7299105,590.0375379,662.3856703,2.010670716
4/3/2021 11:00,632.7352205,595.8210039,672.9764543,2.105596123
4/3/2021 12:00,644.3890807,605.1508541,687.3330237,2.185181314
4/3/2021 13:00,647.9488167,607.2614486,692.6104835,2.251474113
4/3/2021 14:00,643.153611,601.9071002,688.5234166,2.308890401
4/3/2021 15:00,644.5820093,602.2507876,691.2570339,2.364913124
4/3/2021 16:00,643.1712326,600.1601484,690.6850364,2.412551666
4/3/2021 17:00,642.9578915,599.1749837,691.4170474,2.459267572
4/3/2021 18:00,637.4214007,593.4560442,686.1495571,2.501628301
4/3/2021 19:00,649.7636415,603.9507565,700.6620106,2.539800442
4/3/2021 20:00,660.258022,612.751058,713.1588521,2.577407304
4/3/2021 21:00,672.6600742,623.2390064,727.8245219,2.614473281
4/3/2021 22:00,682.7211373,631.5984165,739.9124871,2.65102106
4/3/2021 23:00,674.7760726,623.8344577,731.8202625,2.687071787
4/4/2021 0:00,662.4625925,612.1913482,718.7910709,2.722645205
4/4/2021 1:00,620.827415,590.4188088,653.4593409,2.09219294
4/4/2021 2:00,581.6002751,553.3862932,611.8559004,2.124973119
4/4/2021 3:00,605.7731491,575.4936548,638.3152933,2.157255251
4/4/2021 4:00,588.5449959,559.0313451,620.2717481,2.189061369
4/4/2021 5:00,564.49415,536.2438068,594.8582617,2.22041193
4/4/2021 6:00,512.4322439,487.3750013,539.3182465,2.251325965
4/4/2021 7:00,510.3247089,485.0835705,537.4307749,2.281821216
4/4/2021 8:00,570.9984772,541.1595756,603.1764121,2.311914255
4/4/2021 9:00,602.0208444,569.5310102,637.1476356,2.341620589
4/4/2021 10:00,607.7557123,574.4427214,643.8183012,2.370954754
4/4/2021 11:00,617.5973949,582.0341751,656.2571763,2.480203233
4/4/2021 12:00,627.3975092,589.7550953,668.4674484,2.57289734
4/4/2021 13:00,633.9096749,594.6313792,676.8925629,2.650250949
4/4/2021 14:00,630.6584887,590.7073883,674.4700688,2.717774439
4/4/2021 15:00,631.7504573,590.777861,676.7857755,2.783660489
4/4/2021 16:00,629.1275898,587.6138799,674.8366645,2.839165329
4/4/2021 17:00,633.387441,590.7220842,680.4636227,2.893605678
4/4/2021 18:00,628.4687011,585.5616044,675.8779476,2.943719478
4/4/2021 19:00,639.5324768,594.9533338,688.8979401,2.988255236
4/4/2021 20:00,648.8750673,602.7658493,700.0416027,3.032136927
4/4/2021 21:00,658.4263184,610.7469748,711.4459593,3.07539255
4/4/2021 22:00,658.8362422,610.4886165,712.6797182,3.11804816
4/4/2021 23:00,648.7575578,600.8154669,702.1920127,3.160128054
4/5/2021 0:00,637.4467309,590.0639564,690.2933246,3.201654933
4/5/2021 1:00,618.4272496,588.2207813,650.8305035,2.130190599
4/5/2021 2:00,572.4429424,544.8704291,601.9908764,2.163514283
4/5/2021 3:00,603.0314141,572.9796703,635.3162966,2.196332424
4/5/2021 4:00,588.9129924,559.4108985,620.6197373,2.228667355
4/5/2021 5:00,560.7224382,532.7633415,590.7604312,2.260539812
4/5/2021 6:00,505.1162441,480.5712821,531.4364071,2.291969089
4/5/2021 7:00,500.7125155,476.1445099,527.075962,2.322973174
4/5/2021 8:00,561.0636226,531.9714442,592.4119249,2.353568871
4/5/2021 9:00,592.4236113,560.6872833,626.7092298,2.383771905
4/5/2021 10:00,600.4598955,567.7417767,635.8548903,2.413597016
4/5/2021 11:00,608.8242883,573.9742323,646.682127,2.527052467
4/5/2021 12:00,618.7314377,581.8007987,658.9979117,2.623283543
4/5/2021 13:00,624.3240007,585.8374808,666.4115463,2.703751698
4/5/2021 14:00,624.0528153,584.6469606,667.244028,2.773063705
4/5/2021 15:00,625.8709541,585.3867721,670.3482243,2.84068502
4/5/2021 16:00,620.9540691,580.1355861,665.8705525,2.897914385
4/5/2021 17:00,623.4866151,581.6824659,669.5801969,2.954035237
4/5/2021 18:00,621.494239,579.181788,668.2221189,3.005559944
4/5/2021 19:00,633.2825331,589.2395631,682.0309796,3.051247924
4/5/2021 20:00,643.5820871,597.924493,694.22623,3.096261813
4/5/2021 21:00,655.3475815,607.9073229,708.0865029,3.140630595
4/5/2021 22:00,659.9657186,611.4347855,714.0126809,3.184381236
4/5/2021 23:00,652.1247889,603.7676455,706.0296586,3.227538873
4/6/2021 0:00,635.60503,588.331897,688.3196124,3.270126984
4/6/2021 1:00,641.6771162,609.6682074,676.0285088,2.4563441
4/6/2021 2:00,597.5260213,568.006091,629.1840133,2.496374309
4/6/2021 3:00,633.8589914,601.3952025,668.7668067,2.535772673
4/6/2021 4:00,619.0742682,587.1676988,653.3992119,2.574568198
4/6/2021 5:00,589.7005917,559.3989088,622.2916111,2.612787738
4/6/2021 6:00,533.6943512,506.854811,562.5152718,2.65045621
4/6/2021 7:00,528.8005804,501.9354205,557.6707868,2.687596784
4/6/2021 8:00,589.6142033,558.0741123,623.6426444,2.724231053
4/6/2021 9:00,620.3731538,586.1546824,657.3821622,2.760379175
4/6/2021 10:00,631.1929535,595.729327,669.6069916,2.796060004
4/6/2021 11:00,643.6540604,605.6116212,685.0402992,2.926430602
4/6/2021 12:00,653.0987145,612.8877504,697.0050532,3.037662327
4/6/2021 13:00,655.2385295,613.6532142,700.774394,3.131766223
4/6/2021 14:00,656.8389272,614.0868696,703.7662622,3.212690214
4/6/2021 15:00,655.29786,611.682448,703.2787187,3.291625304
4/6/2021 16:00,651.6479324,607.5148354,700.2836416,3.359075386
4/6/2021 17:00,652.6915991,607.6341355,702.4439899,3.425197477
4/6/2021 18:00,650.4330955,604.8319294,700.8677057,3.485727385
4/6/2021 19:00,662.5360903,615.093266,715.1267185,3.540111757
4/6/2021 20:00,675.8200735,626.3899236,730.7412162,3.593673204
