Day,Hour,??? ?????? ?? ????? ??? ???? ???,??? ????? ????? ?? ????? ??? ???? ???,??? ????? ?? ????? ??? ???? ???,??? ??????? ?? ????? ??? ???? ???,??? ?????? ?? ????? ??? ???? ???,W (rial/Kw)
1397/09/23,6,134.2,35.5,244,8.2,0,405.50
1397/09/23,7,144.1,32.6,244.5,7.9,0,413.40
1397/09/23,8,157.7,38.6,251.7,5.6,0,442.50
1397/09/23,9,165.3,35,268.4,4.6,0,464.20
1397/09/23,10,171.4,32.7,288.1,5.2,0,487.00
1397/09/23,11,177.8,29,311.4,5.4,0,512.80
1397/09/23,12,180.5,29.3,374.9,5.1,0,579.50
1397/09/23,13,181.4,28.6,326.8,4.6,0,532.10
1397/09/23,14,182.2,29,314,4.9,0,520.40
1397/09/23,15,183.2,28.3,309.2,4.7,0,516.00
1397/09/23,16,190.9,30.8,289,4.8,0,505.90
1397/09/23,17,196,31.2,293.4,4.4,0,516.10
1397/09/23,18,184.7,27.8,359.3,6,0,565.90
1397/09/23,19,188.7,27.4,410,6.2,0,619.80
1397/09/23,20,192.6,27.6,388.1,6.3,0,601.90
1397/09/23,21,184.6,28.2,343.8,6.2,0,550.40
1397/09/23,22,173.5,27.6,308.2,4.1,0,505.30
1397/09/23,23,163.6,28.4,288.8,4.6,0,476.10
1397/09/23,24,154.6,29.1,264.4,6.3,0,441.80
1397/09/24,1,163.8,30.6,278.5,6.5,0,466.40
1397/09/24,2,157.8,32.2,248.6,7.7,0,430.80
1397/09/24,3,153.5,33.1,245.2,8.2,0,423.50
1397/09/24,4,150.3,34.2,239.3,8.7,0,415.10
1397/09/24,5,151.4,34.9,238.2,8.6,0,415.90
1397/09/24,6,151.6,34.4,240.5,8.4,0,418.00
1397/09/24,7,150.7,30.5,246.9,7.3,0,420.80
1397/09/24,8,154.2,29.1,250.7,5.2,0,428.80
1397/09/24,9,154,26.4,272.6,4.7,0,448.20
1397/09/24,10,162.9,24.6,289.7,3.8,0,473.50
1397/09/24,11,168.9,24.8,313,3.7,0,503.10
1397/09/24,12,173.9,26,378.2,3.6,0,574.50
1397/09/24,13,177.8,25.7,332,3.5,0,532.00
1397/09/24,14,181.4,25.3,321.3,3.7,0,524.30
1397/09/24,15,182.8,25.1,312.9,3.8,0,516.90
1397/09/24,16,190.6,25.5,296.5,3.9,0,508.70
1397/09/24,17,195.6,26.3,298.4,3.8,0,516.40
1397/09/24,18,186.1,25.6,363.5,5.3,0,569.90
1397/09/24,19,190.8,24.5,412.6,5.3,0,622.40
1397/09/24,20,197.9,25.7,392.9,6,0,610.50
1397/09/24,21,190.6,25.2,351,6.6,0,560.20
1397/09/24,22,180.2,25.8,309.2,4,0,511.10
1397/09/24,23,168.8,25.6,286.6,3.6,0,477.40
1397/09/24,24,162.6,27.1,267,4.2,0,452.40
1397/09/25,1,161.9,30.2,285.8,4,0,473.90
1397/09/25,2,154.6,32.6,261.3,3.9,0,444.50
1397/09/25,3,150.6,32.7,245.3,4.7,0,424.00
1397/09/25,4,148.3,33.3,243.7,5.2,0,420.10
1397/09/25,5,148.9,36.4,236.2,5.4,0,416.00
1397/09/25,6,151.4,35.7,239.3,5.7,0,420.70
1397/09/25,7,153.8,31,247.1,4.8,0,427.10
1397/09/25,8,159.8,30.7,252.7,4.4,0,438.90
1397/09/25,9,163.3,27.2,273.1,3.9,0,459.70
1397/09/25,10,170.1,25.7,295.3,3.7,0,487.40
1397/09/25,11,179.8,27.1,318.3,3.9,0,521.20
1397/09/25,12,181.7,24.5,383.2,3.8,0,585.60
1397/09/25,13,186.1,25.6,335.9,3.7,0,543.80
1397/09/25,14,185.7,25.3,323.2,3.4,0,530.80
1397/09/25,15,185.1,25.1,313.8,3.2,0,520.70
1397/09/25,16,194,26.2,300.2,3.2,0,517.20
1397/09/25,17,198.3,25.9,298.1,3.5,0,518.80
1397/09/25,18,188.8,24.5,366,5.6,0,573.60
1397/09/25,19,196.4,25,417.5,5.7,0,633.10
1397/09/25,20,201.8,25.3,395.4,5.9,0,616.60
1397/09/25,21,196,25.2,351.2,6.4,0,566.00
1397/09/25,22,183.8,25.1,304.1,4.8,0,508.30
1397/09/25,23,174.8,25.8,284.7,4.2,0,481.10
1397/09/25,24,168.8,27.9,261,6.1,0,451.60
1397/09/26,1,161.1,28.1,284.1,6.9,0,466.50
1397/09/26,2,154.7,29.9,262,8.3,0,438.30
1397/09/26,3,149.6,33.3,255.6,8.6,0,429.90
1397/09/26,4,145.6,31.8,247.5,8.1,0,416.80
1397/09/26,5,146.5,34,241.2,8,0,413.80
1397/09/26,6,150.2,33.7,243.2,8.4,0,418.70
1397/09/26,7,152.8,30.3,251.4,7.3,0,427.20
1397/09/26,8,156,28.9,255.4,4.7,0,435.70
1397/09/26,9,157.5,27,272.7,3.7,0,453.50
1397/09/26,10,164.1,25,292.5,3.8,0,477.70
1397/09/26,11,172.7,24.6,312.4,3.7,0,505.90
1397/09/26,12,176.8,25.1,378.4,3.6,0,576.70
1397/09/26,13,180.8,24.8,327.1,3.5,0,529.20
1397/09/26,14,182.9,24.6,315.5,3.4,0,519.60
1397/09/26,15,180.9,24.6,305,3.4,0,507.10
1397/09/26,16,188.8,25.6,291.9,3.7,0,502.60
1397/09/26,17,191.2,25.4,297.7,3.3,0,511.10
1397/09/26,18,186.6,25.6,365,4,0,573.20
1397/09/26,19,193.3,25.6,411.5,4.5,0,625.90
1397/09/26,20,201.1,25.3,392.7,5.5,0,613.60
1397/09/26,21,192.5,26.5,346.4,5.9,0,559.40
1397/09/26,22,180.8,25.8,305.5,3.6,0,508.40
1397/09/26,23,171.2,26.1,289.4,3.9,0,482.80
1397/09/26,24,163.7,27.1,256.4,5.6,0,441.60
1397/09/27,1,155.2,29.7,273.7,6.4,0,452.30
1397/09/27,2,148.2,31.5,250.6,7.5,0,422.80
1397/09/27,3,142.7,34,243,7.9,0,411.80
1397/09/27,4,138.3,32.9,237.6,8,0,400.90
1397/09/27,5,141.6,33.2,235,8.1,0,401.70
1397/09/27,6,144.3,34.3,238.9,7.7,0,409.80
1397/09/27,7,147.9,31.9,247.5,6.7,0,420.60
1397/09/27,8,152.1,29.9,254.3,4.4,0,431.80
1397/09/27,9,155.8,27.2,276.9,3.8,0,456.00
1397/09/27,10,161.9,25.2,298.5,3.8,0,481.80
1397/09/27,11,169.2,25.5,317.7,3.5,0,508.90
1397/09/27,12,170.2,26,376.6,3.4,0,569.40
1397/09/27,13,172.8,26.1,333,3,0,529.00
1397/09/27,14,173.6,25.3,319.1,3.4,0,514.60
1397/09/27,15,173.9,26.2,309,3.4,0,505.70
1397/09/27,16,184.2,26.9,296.5,3.7,0,503.90
1397/09/27,17,190,26.1,298.5,3.3,0,511.30
1397/09/27,18,183.4,24.7,365.6,4.5,0,569.20
1397/09/27,19,188.6,24.3,412.6,4.6,0,620.80
1397/09/27,20,196.6,24.2,396.6,5.2,0,612.20
1397/09/27,21,191.1,25,348.4,5.5,0,559.00
1397/09/27,22,178.6,25.3,303.7,3.5,0,504.10
1397/09/27,23,166,26.4,289.1,3.7,0,477.70
1397/09/27,24,158.2,27.6,256.3,5.2,0,437.00
1397/09/28,1,155.7,30.1,284.7,5.4,0,465.10
1397/09/28,2,148.2,31.1,259.3,6.6,0,432.00
1397/09/28,3,143.2,34.8,244.7,7.3,0,415.30
1397/09/28,4,140.9,35.6,238.8,7.7,0,407.60
1397/09/28,5,141.2,35.1,242.3,7.8,0,410.70
1397/09/28,6,143.3,36.4,238.2,7.5,0,410.40
1397/09/28,7,143.5,32.7,248.7,6.9,0,418.00
1397/09/28,8,146.4,30.3,256.5,4.3,0,428.90
1397/09/28,9,149.6,27.5,272.9,3.8,0,446.10
1397/09/28,10,158,25.9,299.8,3.9,0,479.70
1397/09/28,11,164.2,24.5,320.4,3.9,0,505.20
1397/09/28,12,163.1,24.3,386.1,4.1,0,569.40
1397/09/28,13,168,24.1,332.7,4.1,0,520.60
1397/09/28,14,170,25.5,322.8,4.3,0,513.90
1397/09/28,15,167.6,25.5,310.6,4,0,499.60
1397/09/28,16,178.2,25.5,295.3,4,0,495.00
1397/09/28,17,186.3,25.4,297.1,3.7,0,505.20
1397/09/28,18,181.3,24.6,367.5,4.1,0,569.30
1397/09/28,19,188.7,24.6,420.3,5.4,0,628.20
1397/09/28,20,195.4,25,404.8,7.1,0,618.10
1397/09/28,21,190.2,25.4,348.5,7.6,0,556.50
1397/09/28,22,181,26,306.7,4.9,0,508.80
1397/09/28,23,171.2,25.7,293.3,5.1,0,485.20
1397/09/28,24,162.3,28.1,255.2,6.7,0,439.00
1397/09/29,1,156.9,30.8,277.7,6.8,0,458.50
1397/09/29,2,151,33.7,254.4,7.9,0,431.10
1397/09/29,3,146.8,36.1,245.3,8.4,0,419.80
1397/09/29,4,141.8,36.4,238.8,8.6,0,408.40
1397/09/29,5,142,37.2,235.4,8.8,0,405.80
1397/09/29,6,143.5,36.7,237.2,8.4,0,409.00
1397/09/29,7,148.4,35.5,245,8.1,0,420.80
1397/09/29,8,153.6,33,253.8,6.1,0,434.30
1397/09/29,9,156.4,28.2,265.4,5.5,0,444.50
1397/09/29,10,159.2,25.8,293.3,4.6,0,473.80
1397/09/29,11,166.3,25.4,308.3,4.4,0,495.60
1397/09/29,12,163.9,24.2,377.7,4,0,561.80
1397/09/29,13,167.9,25.2,318.2,3.9,0,507.40
1397/09/29,14,172.1,26.4,305.9,4.2,0,500.20
1397/09/29,15,176.1,27.1,298,4.6,0,496.60
1397/09/29,16,185.5,27.6,280.9,4.1,0,489.90
1397/09/29,17,190.1,27.3,285.6,3.9,0,499.10
1397/09/29,18,183.7,25.2,365.4,6.9,0,567.40
1397/09/29,19,188.7,24.7,417.5,7,0,623.90
1397/09/29,20,194.7,25.6,399.6,7.1,0,612.80
1397/09/29,21,189.3,26.1,341.7,7,0,550.20
1397/09/29,22,179.2,27.2,298.3,5.4,0,499.30
1397/09/29,23,165.8,27,284.2,5.2,0,471.80
1397/09/29,24,155.6,28.2,255.5,7,0,432.20
1397/09/30,1,136.4,30.1,279.4,6.7,0,439.20
1397/09/30,2,131.9,30.7,253.1,8.1,0,407.60
1397/09/30,3,128,32.4,244.3,8.4,0,396.30
1397/09/30,4,127.9,35.2,237.5,8.7,0,391.80
1397/09/30,5,128.7,34.2,233.6,8.7,0,387.80
1397/09/30,6,130.7,37.2,230.4,8.5,0,389.80
1397/09/30,7,136.4,35.6,238.3,7.9,0,402.40
1397/09/30,8,148.7,42.5,247.4,6.2,0,432.40
1397/09/30,9,157.1,39.7,266.4,5.7,0,457.40
1397/09/30,10,163.4,36.1,286.5,5.2,0,480.90
1397/09/30,11,166.8,32.6,311.2,4.9,0,505.60
1397/09/30,12,164.3,29.4,381,5.1,0,569.60
1397/09/30,13,166.9,28.1,324.2,5.1,0,514.00
1397/09/30,14,166.7,29.2,305.7,4.9,0,496.70
1397/09/30,15,169.5,30.3,295.3,4.7,0,490.40
1397/09/30,16,179.4,32.2,281.1,4.9,0,487.90
1397/09/30,17,182.1,31,287.7,5,0,495.90
1397/09/30,18,173.4,27.4,365.4,8.1,0,558.10
1397/09/30,19,178.1,27.6,419.6,8.1,0,617.20
1397/09/30,20,184,28.2,401.7,8.5,0,605.40
1397/09/30,21,179.5,30.2,346.1,8.7,0,547.20
1397/09/30,22,170.7,30.1,302,5.2,0,497.50
1397/09/30,23,156.7,31.2,286,5.3,0,468.60
1397/09/30,24,145.3,30.8,253.1,6.1,0,423.00
1397/10/01,1,151.8,20.5,279.6,4,0,447.90
1397/10/01,2,147.2,21.1,254.8,4.5,0,418.50
1397/10/01,3,144.9,25.4,249.3,5.5,0,414.10
1397/10/01,4,143.2,26.8,242.2,6.5,0,405.70
1397/10/01,5,143.8,28.5,239.8,6,0,406.10
1397/10/01,6,144.4,26.8,231.5,5.9,0,396.80
1397/10/01,7,145.4,22.6,240.4,5.7,0,402.80
1397/10/01,8,148,21.2,247.6,5.1,0,411.70
1397/10/01,9,149.2,16.6,268.6,4.5,0,429.80
1397/10/01,10,155,15,291.1,4.2,0,456.80
1397/10/01,11,159.1,13.5,308.8,3.6,0,477.80
1397/10/01,12,162.1,13.8,371,3.6,0,543.30
1397/10/01,13,164.3,14.3,320.5,3.7,0,495.50
1397/10/01,14,165,14.3,301.5,3.5,0,477.40
1397/10/01,15,167.7,14.6,293.9,3.7,0,472.50
1397/10/01,16,173.4,14.8,278.2,3.5,0,462.80
1397/10/01,17,178.7,14.1,283.7,3.7,0,472.70
1397/10/01,18,172,13.6,357.4,6.9,0,536.20
1397/10/01,19,176,13.7,402.5,7.1,0,585.00
1397/10/01,20,180.9,14.3,386.6,7.5,0,574.30
1397/10/01,21,174.7,14.8,330.5,7.6,0,512.30
1397/10/01,22,166.1,14.7,291.8,4.9,0,467.60
1397/10/01,23,156.8,15.6,282.1,5.2,0,449.40
1397/10/01,24,149.7,16.1,254,6.8,0,413.00
1397/10/02,1,145,9.7,270.9,5.9,0,419.70
1397/10/02,2,139.4,20.6,245.1,6.4,0,398.70
1397/10/02,3,135.7,21.9,244.8,7.8,0,394.70
1397/10/02,4,134.7,23.5,239.6,7.7,0,390.10
1397/10/02,5,135.2,25.6,242.4,7.8,0,395.40
1397/10/02,6,137.5,24.7,237.5,7.6,0,392.00
1397/10/02,7,135.1,21.9,247.4,6.9,0,397.50
1397/10/02,8,141.1,19.6,260.8,6,0,415.50
1397/10/02,9,142.3,15.9,278,5.4,0,430.80
1397/10/02,10,149.7,14.9,291.9,5.3,0,451.20
1397/10/02,11,155,14.4,321.3,4.6,0,486.10
1397/10/02,12,157.3,14.4,385.4,4.3,0,552.80
1397/10/02,13,160.5,15,330.3,4.6,0,501.20
1397/10/02,14,160.5,14.8,314.2,4.8,0,484.70
1397/10/02,15,164.4,15.3,307.7,5.3,0,482.00
1397/10/02,16,171.1,16.4,292.8,5,0,475.30
1397/10/02,17,177.5,15.8,298.3,4.4,0,487.20
1397/10/02,18,171.2,14.2,369.1,7.3,0,547.30
1397/10/02,19,176,14.2,418.1,7.4,0,600.90
1397/10/02,20,182,14.7,402.1,7.4,0,591.40
1397/10/02,21,178.2,15,351.9,7.8,0,537.40
1397/10/02,22,169.2,15.2,312,3.8,0,492.60
1397/10/02,23,160.2,14.2,302.5,4,0,472.90
1397/10/02,24,154.7,15.8,273.6,5.8,0,438.30
1397/10/03,1,151.3,19,283.5,4.8,0,449.00
1397/10/03,2,145.3,20.4,257.8,5.9,0,417.60
1397/10/03,3,141.2,21.8,253.4,7,0,409.40
1397/10/03,4,141.3,25.7,244.1,7.6,0,403.50
1397/10/03,5,140.2,25.6,246.5,7.4,0,404.90
1397/10/03,6,141.3,24.7,240,7,0,399.00
1397/10/03,7,143.6,22.5,247.5,6.5,0,407.10
1397/10/03,8,146.1,18.8,270.9,4.5,0,431.40
1397/10/03,9,146.8,16.1,288.3,3.5,0,447.70
1397/10/03,10,155.3,15.8,299.8,3.7,0,467.20
1397/10/03,11,164.8,15.2,332.5,3.6,0,509.00
1397/10/03,12,167.4,15.2,400.6,3.5,0,579.70
1397/10/03,13,171.1,15.3,344.1,3.5,0,527.00
1397/10/03,14,170.5,15.2,323.1,3.5,0,505.30
1397/10/03,15,169.4,15.4,320.6,3.7,0,501.70
1397/10/03,16,176.8,15.5,303.2,3.6,0,491.80
1397/10/03,17,181.2,15.5,305.9,3.4,0,499.20
1397/10/03,18,174.5,14.6,383.6,5.9,0,566.80
1397/10/03,19,180.7,14.2,433.4,6.2,0,622.10
1397/10/03,20,187.4,14.5,416.8,6.7,0,612.00
1397/10/03,21,184.2,15,361.9,6.6,0,554.50
1397/10/03,22,173.3,14.5,326.4,4.3,0,510.00
1397/10/03,23,163.9,15.9,311.8,5.1,0,486.40
1397/10/03,24,155.3,17.2,278.4,6.5,0,444.40
1397/10/04,1,148.8,20,297.2,5,0,461.00
1397/10/04,2,140.6,21.4,260.4,6.2,0,416.10
1397/10/04,3,134.9,22.9,256.3,6.4,0,407.70
1397/10/04,4,133.8,24.5,253.3,6.5,0,405.10
1397/10/04,5,134.2,25,253.2,6.8,0,405.60
1397/10/04,6,136.5,24.3,251.6,6.8,0,405.60
1397/10/04,7,136.5,20.9,262.6,5.6,0,414.40
1397/10/04,8,141.3,18.5,277.8,3.8,0,433.80
1397/10/04,9,144.9,16.4,297.2,3.1,0,455.40
1397/10/04,10,150.9,15.1,310.3,3.5,0,472.80
1397/10/04,11,159.8,14.9,338.6,3.5,0,509.80
1397/10/04,12,159.8,15,401.5,3.7,0,572.50
1397/10/04,13,159.9,14.4,349.8,3.6,0,520.50
1397/10/04,14,160.8,14.2,331.4,4,0,502.40
1397/10/04,15,159.3,14.8,328,3.9,0,498.20
1397/10/04,16,166.6,14.7,307.5,3.7,0,485.10
1397/10/04,17,171,14.8,306.7,3.2,0,489.30
1397/10/04,18,165.7,13.8,388.1,5.6,0,561.90
1397/10/04,19,171.9,13.3,439.9,6.4,0,618.70
1397/10/04,20,179.4,13.3,424.2,6.8,0,610.10
1397/10/04,21,174.9,13.3,366.8,7.5,0,547.50
1397/10/04,22,165.7,13.6,333.2,4.4,0,508.20
1397/10/04,23,156.4,13.4,322.1,3.8,0,488.00
1397/10/04,24,150.2,15.4,282.6,5.6,0,442.50
1397/10/05,1,146.8,17.7,297.1,4.9,0,456.70
1397/10/05,2,140.2,19.9,264.5,5.9,0,418.80
1397/10/05,3,135.3,20.4,254.7,6.3,0,404.00
1397/10/05,4,134.4,23.5,249.3,6.3,0,400.80
1397/10/05,5,136.7,24,253.2,7.1,0,406.80
1397/10/05,6,137,23.5,248.9,5.9,0,403.50
1397/10/05,7,138.9,19.6,255.6,5.5,0,408.40
1397/10/05,8,142.8,17.7,280.8,4.1,0,437.10
1397/10/05,9,146.4,15.9,298.9,3.5,0,457.60
1397/10/05,10,151.5,14.3,310.8,3.7,0,473.00
1397/10/05,11,157.6,14.3,341,3.4,0,509.40
1397/10/05,12,159.2,13.4,406,3.5,0,575.00
1397/10/05,13,161.5,13.4,356.5,3.5,0,528.00
1397/10/05,14,162.4,14.3,338.4,3.8,0,511.30
1397/10/05,15,163.1,13.7,340.3,4,0,513.10
1397/10/05,16,170.9,14.7,321.1,3.6,0,503.00
1397/10/05,17,174.4,14.6,317.1,3.3,0,502.80
1397/10/05,18,169,13.9,400.3,6,0,577.30
1397/10/05,19,175.1,14.5,441.6,6.2,0,624.90
1397/10/05,20,182.8,15.2,431.9,6.7,0,623.20
1397/10/05,21,178,14.9,375.2,6.6,0,561.60
1397/10/05,22,167.7,14.9,342.6,3.8,0,521.30
1397/10/05,23,155.9,15.6,326.2,4.2,0,493.60
1397/10/05,24,147.7,16.6,297.1,5.6,0,455.70
1397/10/06,1,138.7,17.7,312.4,4.6,0,464.20
1397/10/06,2,132.8,20.4,283.4,5.8,0,430.80
1397/10/06,3,130,22.4,272.1,6.9,0,417.50
1397/10/06,4,128.7,24.5,267,7.1,0,413.00
1397/10/06,5,129.3,24.8,267,7.2,0,413.90
1397/10/06,6,132.1,23.2,277.5,6.9,0,426.00
1397/10/06,7,135.5,20.9,282.4,6.4,0,432.30
1397/10/06,8,142.6,19.6,299.3,4.9,0,456.60
1397/10/06,9,145.5,16.2,312,3.6,0,470.00
1397/10/06,10,149.9,14.6,320.7,3.7,0,481.50
1397/10/06,11,154.4,14.5,341.5,3.6,0,506.80
1397/10/06,12,157.2,13.5,403.9,3.7,0,570.80
1397/10/06,13,158.6,13.9,365,3.7,0,533.80
1397/10/06,14,160,14.1,346.8,4,0,516.80
1397/10/06,15,160.8,14.3,346.3,4.1,0,517.30
1397/10/06,16,169.6,14.9,329.6,3.8,0,510.30
1397/10/06,17,176,14.9,329.5,3.6,0,516.90
1397/10/06,18,172.1,14.3,407,6.3,0,587.10
1397/10/06,19,177.8,15,434.1,5.7,0,621.20
1397/10/06,20,185.2,15.1,432.5,6,0,626.80
1397/10/06,21,180.6,15.8,383.9,6.4,0,573.90
1397/10/06,22,167.8,15.4,350.1,5,0,528.30
1397/10/06,23,155,14.9,341.6,4.5,0,506.90
1397/10/06,24,146.4,17,307.9,6.1,0,465.10
1397/10/07,1,128.4,19.3,318.1,4.2,0,461.60
1397/10/07,2,121.7,20.8,288.7,5.6,0,425.60
1397/10/07,3,118.2,22.2,278.6,6.7,0,412.30
1397/10/07,4,117,24,276.6,6.5,0,411.00
1397/10/07,5,118.1,25.7,275.2,6.5,0,412.50
1397/10/07,6,122.6,26,276.5,6.1,0,419.00
1397/10/07,7,129.3,24.8,283.8,6.1,0,431.80
1397/10/07,8,143.8,29.6,299,5,0,467.50
1397/10/07,9,155,27.5,315.7,3.8,0,494.50
1397/10/07,10,163.1,23,328.8,4.2,0,510.70
1397/10/07,11,172.1,18.5,354.4,4.1,0,540.80
1397/10/07,12,172,16.8,407.7,4.2,0,592.30
1397/10/07,13,169.5,17,367.5,4.2,0,549.80
1397/10/07,14,168.2,17.6,344.5,4.2,0,526.00
1397/10/07,15,166.9,17.6,343.7,4.2,0,524.00
1397/10/07,16,172.3,18.3,326.1,3.9,0,512.80
1397/10/07,17,178.4,17.2,329,3.7,0,520.90
1397/10/07,18,173.2,15,411,6.2,0,593.00
1397/10/07,19,177.8,14.8,443.6,7.4,0,628.90
1397/10/07,20,185.4,15.3,446.2,7.4,0,639.60
1397/10/07,21,178.5,15.6,395.4,6.4,0,583.10
1397/10/07,22,166,15.3,359.9,4,0,537.30
1397/10/07,23,153.8,15.8,349.8,4.1,0,515.30
1397/10/07,24,144.3,18.1,317.8,5.5,0,474.70
1397/10/08,1,147,19.9,329.3,4,0,492.30
1397/10/08,2,139.3,22.9,298,5.3,0,454.90
1397/10/08,3,135.2,25.5,294.1,6.7,0,448.10
1397/10/08,4,132.8,27,293.1,6.8,0,446.00
1397/10/08,5,134.1,27.9,287.9,6.9,0,443.10
1397/10/08,6,136.7,27.6,290.1,7.2,0,447.10
1397/10/08,7,136.6,22.4,300.5,6.6,0,452.90
1397/10/08,8,136.5,18.7,305.7,4.9,0,455.90
1397/10/08,9,138,15.5,322.5,4.1,0,471.90
1397/10/08,10,142.5,14.8,332.1,4,0,485.50
1397/10/08,11,148.2,14.4,346.9,4.2,0,505.30
1397/10/08,12,151.4,14.4,405.5,4.1,0,567.10
1397/10/08,13,155.1,14.3,365.3,4,0,530.60
1397/10/08,14,155.6,14.1,343.5,4.1,0,509.10
1397/10/08,15,155.5,14.6,348,3.8,0,514.30
1397/10/08,16,163.9,14.6,331.1,3.8,0,505.70
1397/10/08,17,169.6,14.2,332.9,3.7,0,512.90
1397/10/08,18,161.3,13.5,408.4,6.4,0,576.90
1397/10/08,19,168.5,13.3,437.5,6.7,0,612.60
1397/10/08,20,175.3,13.9,437.5,5.6,0,621.10
1397/10/08,21,170.5,13.6,388.9,5.2,0,567.90
1397/10/08,22,160.9,13.8,353.1,3.5,0,524.30
1397/10/08,23,150.2,13.8,346.8,3.8,0,506.90
1397/10/08,24,143.4,16.3,313.4,4.9,0,468.20
1397/10/09,1,140.2,19,324.9,3.4,0,480.70
1397/10/09,2,134.4,21.5,293.5,5.1,0,444.40
1397/10/09,3,129.8,23.9,289.1,6.3,0,436.60
1397/10/09,4,125.6,24.4,288,7.2,0,430.70
1397/10/09,5,127.7,24.8,288.1,7,0,433.60
1397/10/09,6,131.3,24.3,294.7,6.4,0,444.00
1397/10/09,7,132.2,21.1,300.1,6,0,447.40
1397/10/09,8,136.4,17.8,303.1,5.1,0,452.30
1397/10/09,9,139.2,14.7,324.6,4.8,0,473.70
1397/10/09,10,145.2,13.9,343.7,4.9,0,497.90
1397/10/09,11,154.3,12.9,354.8,3.9,0,518.20
1397/10/09,12,158,12.9,412.2,4.6,0,578.50
1397/10/09,13,160.9,13.7,377,5.2,0,546.40
1397/10/09,14,160.8,13.5,353.2,5,0,522.50
1397/10/09,15,160.2,13.8,356.5,4.1,0,526.50
1397/10/09,16,168.2,14.4,340.2,3.7,0,519.10
1397/10/09,17,174.9,14.4,338.5,3.3,0,524.40
1397/10/09,18,169.4,14.2,414.1,6.6,0,591.10
1397/10/09,19,174.2,14.1,440.5,6.6,0,622.30
1397/10/09,20,182.7,14,442.1,6.9,0,631.90
1397/10/09,21,177.4,14.2,396.2,6.9,0,581.00
1397/10/09,22,167.2,14.3,360.4,3.6,0,538.30
1397/10/09,23,157,14.1,352.7,3.9,0,519.80
1397/10/09,24,149.2,15.2,317.3,4.5,0,477.20
1397/10/10,1,142,16.8,332.8,2.9,0,488.70
1397/10/10,2,136.3,17.9,308.7,4.1,0,458.80
1397/10/10,3,129.7,19.6,297.5,5.2,0,441.50
1397/10/10,4,127.5,20.9,295.7,6,0,438.00
1397/10/10,5,127.6,21.4,295.4,6.2,0,438.20
1397/10/10,6,130,21.6,300,6.1,0,445.50
1397/10/10,7,130.3,17.8,302.4,5.4,0,445.10
1397/10/10,8,133.7,16.3,311.5,4.3,0,457.30
1397/10/10,9,137.2,15.1,337.5,4.8,0,485.10
1397/10/10,10,142.6,13.5,356.2,4.5,0,507.80
1397/10/10,11,148.1,14.2,364.1,3.5,0,522.90
1397/10/10,12,151.3,14.5,420.3,3.5,0,582.60
1397/10/10,13,153.3,13.6,383.7,3.4,0,547.10
1397/10/10,14,155.3,14.1,367.3,3.5,0,533.10
1397/10/10,15,153.7,14.5,364,3.7,0,528.60
1397/10/10,16,157,15,344.6,3.2,0,513.40
1397/10/10,17,165.4,15.2,346.3,3.5,0,523.50
1397/10/10,18,159.7,14.5,422.3,3.9,0,592.60
1397/10/10,19,164.8,14.3,446.8,4.1,0,621.90
1397/10/10,20,173,13.5,446.9,4.3,0,629.10
1397/10/10,21,168.9,14.3,403.9,4.5,0,582.60
1397/10/10,22,158.7,13.8,372,3.5,0,541.00
1397/10/10,23,148.2,14.2,364,2.8,0,523.60
1397/10/10,24,141.8,15.4,324.7,3,0,478.80
1397/10/11,1,135.5,17.4,333.5,-0.5,0,486.80
1397/10/11,2,129.2,18.9,306.6,-0.1,0,454.80
1397/10/11,3,125.7,21.8,298.5,1.1,0,444.90
1397/10/11,4,122.9,21.9,297.7,1.8,0,440.70
1397/10/11,5,123.7,23.2,296.9,2,0,441.70
1397/10/11,6,124.7,21.1,298.1,2.5,0,441.40
1397/10/11,7,128.2,20.2,302.2,2.5,0,448.20
1397/10/11,8,131.8,18.1,314.1,2.4,0,461.60
1397/10/11,9,137.9,15.1,338.5,2.3,0,489.30
1397/10/11,10,146,14.2,366.1,3,0,523.30
1397/10/11,11,152.4,13.8,380.6,2,0,544.80
1397/10/11,12,153.6,14.1,426.3,1.3,0,592.70
1397/10/11,13,153.8,14.5,391.9,1.6,0,558.60
1397/10/11,14,156.5,14.9,377.7,1.8,0,547.30
1397/10/11,15,156.8,15,373.1,2.2,0,542.70
1397/10/11,16,164.7,16,357.8,2.2,0,536.30
1397/10/11,17,170.9,15.7,358.7,2,0,543.40
1397/10/11,18,166.9,14.3,431.7,3.4,0,609.40
1397/10/11,19,172.7,14,446.2,3.3,0,629.60
1397/10/11,20,180.6,14.3,445.4,3.2,0,637.10
1397/10/11,21,174.7,13.7,411,2.3,0,597.10
1397/10/11,22,165.5,13.6,382.8,1.1,0,560.80
1397/10/11,23,154.8,13.7,368.1,1.1,0,535.40
1397/10/11,24,147.9,14.7,334.7,1.6,0,495.70
1397/10/12,1,140.4,16,331.4,-0.1,0,487.90
1397/10/12,2,134.9,19.1,309.4,0.6,0,462.80
1397/10/12,3,130.1,22.2,296.1,1.4,0,447.10
1397/10/12,4,127.7,23.7,296.4,1.6,0,446.20
1397/10/12,5,127.7,23.5,295.6,1.7,0,445.20
1397/10/12,6,128.7,22.6,299.7,1.6,0,449.40
1397/10/12,7,129.9,19.7,302.2,1.4,0,450.50
