Day,Hour,??? ?????? ?? ????? ??? ???? ???,??? ????? ????? ?? ????? ??? ???? ???,??? ????? ?? ????? ??? ???? ???,??? ??????? ?? ????? ??? ???? ???,??? ?????? ?? ????? ??? ???? ???,W (rial/Kw)
1397/01/01,1,107,31.8,251.8,7.8,0,382.90
1397/01/01,2,104.8,31,234.3,8.8,0,361.30
1397/01/01,3,102,33.2,225.5,9.5,0,351.20
1397/01/01,4,100.4,35.1,224.9,9.8,0,350.60
1397/01/01,5,96.8,35.7,224.9,9.6,0,347.80
1397/01/01,6,96,36.7,222.7,9.5,0,345.90
1397/01/01,7,101.2,41.6,221.5,9,0,355.20
1397/01/01,8,103.2,39.5,228.4,6.9,0,364.20
1397/01/01,9,104.5,36.9,249.3,5.9,0,384.70
1397/01/01,10,105.3,35,274.5,6.1,0,408.60
1397/01/01,11,104.3,31.6,289.2,6.1,0,419.00
1397/01/01,12,105.1,33,298.6,6.1,0,430.70
1397/01/01,13,104.3,31.8,292.9,6.2,0,422.80
1397/01/01,14,102.9,33.6,283.7,6.8,0,413.40
1397/01/01,15,103.6,31.4,289.1,6.7,0,417.40
1397/01/01,16,105.3,33.5,273.1,7.5,0,404.50
1397/01/01,17,108.9,30.5,272.5,8.5,0,403.40
1397/01/01,18,116.3,33.3,288.8,10.6,0,427.80
1397/01/01,19,112,28.7,329.2,10.1,0,459.80
1397/01/01,20,111.5,27.2,329,9,0,458.70
1397/01/01,21,116,27.8,327.9,8.5,0,463.20
1397/01/01,22,115.7,27.3,320.3,7.3,0,456.00
1397/01/01,23,106.9,27.1,305.9,6.2,0,433.60
1397/01/01,24,104.9,27.2,250.8,7.6,0,375.30
1397/01/02,1,0,0,0,0,0,0.00
1397/01/02,2,106.5,28.4,222.8,7.9,0,349.80
1397/01/02,3,102.3,32.3,213.4,9,0,338.90
1397/01/02,4,100.5,33,212.9,9.5,0,336.90
1397/01/02,5,98.1,34.7,210.3,10.3,0,332.80
1397/01/02,6,95.9,32.3,208.9,10.1,0,327.10
1397/01/02,7,97.2,36.1,208.5,10.3,0,331.50
1397/01/02,8,99.9,38.7,222.6,9.5,0,351.70
1397/01/02,9,100.6,39.1,240.7,7.4,0,372.90
1397/01/02,10,98.7,37.4,265.1,7.1,0,394.20
1397/01/02,11,98.5,31.2,285.1,7.1,0,407.70
1397/01/02,12,100.5,32.9,306.5,7.1,0,432.90
1397/01/02,13,101,32.3,302.5,6.8,0,429.00
1397/01/02,14,98.5,31.9,291.2,6.4,0,415.20
1397/01/02,15,97.3,31.4,293,6.7,0,414.90
1397/01/02,16,96.5,31.1,267.4,6.8,0,388.20
1397/01/02,17,97.9,30.3,265.1,6.9,0,386.50
1397/01/02,18,102.2,31.6,279.7,10,0,403.40
1397/01/02,19,107.7,31.9,321.2,10.1,0,450.70
1397/01/02,20,104,26.6,328.2,9.1,0,449.80
1397/01/02,21,104.4,25.7,328.6,8.8,0,449.80
1397/01/02,22,110.8,28.1,317.5,6.9,0,449.50
1397/01/02,23,110.7,27.9,306.6,5.4,0,439.80
1397/01/02,24,105.2,27.7,245.1,5.8,0,372.20
1397/01/03,1,92.3,28.9,243.5,5.9,0,358.70
1397/01/03,2,90.5,30.1,224,7.4,0,337.10
1397/01/03,3,89.7,33.8,215.4,8.9,0,329.90
1397/01/03,4,87.9,32.9,213.8,9.1,0,325.50
1397/01/03,5,87.1,37.1,214.4,9.3,0,329.10
1397/01/03,6,84.7,35.4,213.6,9.4,0,324.30
1397/01/03,7,84.6,35.8,214.6,9.5,0,325.40
1397/01/03,8,88,40.2,215.2,8.5,0,334.80
1397/01/03,9,88.8,40.5,230.4,6.9,0,352.90
1397/01/03,10,88.4,37.5,257.5,7.3,0,376.20
1397/01/03,11,89,34.9,278.8,7.1,0,395.60
1397/01/03,12,89.4,32.9,296.7,7.3,0,411.70
1397/01/03,13,90.3,33.2,294.1,7.6,0,410.00
1397/01/03,14,89.1,31.5,281.6,7.6,0,394.60
1397/01/03,15,89.6,32.5,285.5,7.5,0,400.10
1397/01/03,16,88.4,31.2,268.8,7.7,0,380.70
1397/01/03,17,89.7,32,266.5,8.1,0,380.00
1397/01/03,18,92.9,30.7,280.6,9.7,0,394.40
1397/01/03,19,97.5,30,325.4,9.9,0,443.00
1397/01/03,20,95.3,28.8,331.5,9.3,0,446.40
1397/01/03,21,96.2,27.1,329.4,8.4,0,444.30
1397/01/03,22,99.5,27.4,317.7,6.9,0,437.70
1397/01/03,23,98.9,28.6,302.5,5,0,425.00
1397/01/03,24,95.3,27.9,243.7,5.7,0,361.10
1397/01/04,1,100.6,28.1,239.1,5.4,0,362.40
1397/01/04,2,99.4,30.7,223.5,7.1,0,346.50
1397/01/04,3,97.2,31.9,212.5,8,0,333.60
1397/01/04,4,95.5,32.6,210.8,8.9,0,330.10
1397/01/04,5,95.4,35.9,209.1,9.1,0,331.40
1397/01/04,6,93.6,37.3,209.5,9.1,0,331.20
1397/01/04,7,95.1,35.4,209.4,9,0,330.80
1397/01/04,8,100.6,40.4,212.3,8.9,0,344.50
1397/01/04,9,100.8,40,225,7.7,0,358.20
1397/01/04,10,99.3,36.7,251.3,7.7,0,379.60
1397/01/04,11,98.4,33,275.5,7.5,0,399.50
1397/01/04,12,101.5,32.3,291.9,7.4,0,418.30
1397/01/04,13,102.9,30.4,288,7.7,0,413.60
1397/01/04,14,102.3,31,280.5,7.5,0,406.30
1397/01/04,15,100.6,30.3,283.3,7.9,0,406.40
1397/01/04,16,100.5,30,265.1,8.1,0,387.50
1397/01/04,17,101.6,30.7,262.8,8,0,387.00
1397/01/04,18,105.4,29.9,276.1,9.2,0,402.20
1397/01/04,19,110.7,29.8,312.4,9.5,0,443.40
1397/01/04,20,106.4,25.2,313.5,9.2,0,436.10
1397/01/04,21,105.2,24.1,315.1,8.6,0,435.70
1397/01/04,22,109.8,23.5,307.3,8.6,0,432.10
1397/01/04,23,110.8,25,292.2,7.7,0,420.30
1397/01/04,24,105,24.5,239.6,6.4,0,362.70
1397/01/05,1,99.7,25,233.7,6.6,0,351.90
1397/01/05,2,97,27.3,218.5,7.7,0,335.10
1397/01/05,3,94.1,29,207.8,9.1,0,321.70
1397/01/05,4,92.4,30.1,204.6,9.8,0,317.30
1397/01/05,5,91.9,29.8,203.3,10.1,0,314.90
1397/01/05,6,91.7,30.4,204.7,10.1,0,316.70
1397/01/05,7,93.8,30.8,204.5,10.7,0,318.40
1397/01/05,8,98.1,35.4,205.7,10.9,0,328.40
1397/01/05,9,97.6,33.8,216.7,11.1,0,337.10
1397/01/05,10,95.3,31.1,241.5,11,0,356.90
1397/01/05,11,94,30.1,265.5,10.2,0,379.40
1397/01/05,12,94,28,281.8,10.6,0,393.20
1397/01/05,13,92.8,27.1,274.8,8.6,0,386.10
1397/01/05,14,92.5,27.2,267.8,7.3,0,380.20
1397/01/05,15,91.2,26.5,270.1,8.4,0,379.40
1397/01/05,16,92.4,27.4,254.7,10.2,0,364.30
1397/01/05,17,92.9,26.9,253.4,10,0,363.20
1397/01/05,18,95.6,26.2,265.7,9.6,0,377.90
1397/01/05,19,102.2,28.4,302.3,9.9,0,423.00
1397/01/05,20,100.6,26.3,305.2,9.4,0,422.80
1397/01/05,21,100.7,24.9,313.2,8.5,0,430.40
1397/01/05,22,106.9,24.8,304.5,8.2,0,428.00
1397/01/05,23,105.9,25.9,288.2,7.2,0,412.90
1397/01/05,24,102.7,25.5,235.5,8.2,0,355.40
1397/01/06,1,96.7,26,236.8,8.1,0,351.40
1397/01/06,2,94,26.6,216.3,9.4,0,327.60
1397/01/06,3,92.4,28.6,206.9,10.7,0,317.20
1397/01/06,4,90.3,29.5,203.7,11.1,0,312.40
1397/01/06,5,90,31.6,203.5,11.3,0,313.90
1397/01/06,6,89.3,31.4,203.5,11.6,0,312.60
1397/01/06,7,90.1,29.9,204.4,11.4,0,313.00
1397/01/06,8,95,35.4,207.9,11.1,0,327.20
1397/01/06,9,92.2,31.8,221.2,9.1,0,336.10
1397/01/06,10,89.7,29.7,241.2,6.9,0,353.80
1397/01/06,11,89.3,28.7,264.3,5.2,0,377.10
1397/01/06,12,89.8,27.7,280.6,5.4,0,392.60
1397/01/06,13,90.3,27.3,277.2,5.4,0,389.40
1397/01/06,14,91.2,28.3,271,5.4,0,385.20
1397/01/06,15,91.1,28.9,272.2,5.4,0,386.80
1397/01/06,16,89.9,28.6,256,5.4,0,369.10
1397/01/06,17,90.6,29.1,254.1,5.3,0,368.50
1397/01/06,18,94.9,29.1,266.5,8,0,382.40
1397/01/06,19,101.4,29.9,309.9,8.3,0,433.00
1397/01/06,20,103.1,27.8,315.6,7.7,0,438.80
1397/01/06,21,101.9,26.6,318,6.5,0,439.90
1397/01/06,22,107.7,27,309.3,4.6,0,439.30
1397/01/06,23,105.9,27.2,290.5,4,0,419.50
1397/01/06,24,102.4,27.6,238.7,5,0,363.70
1397/01/07,1,97.1,26.9,233.1,4.2,0,352.90
1397/01/07,2,93.8,28.3,218.3,4.7,0,335.70
1397/01/07,3,92.5,31.4,209.8,5,0,328.70
1397/01/07,4,89.7,31.8,205.8,5.7,0,321.50
1397/01/07,5,88.6,33.1,205.3,6.3,0,320.70
1397/01/07,6,88.6,33.8,204.9,6.3,0,320.90
1397/01/07,7,90.4,33.3,205.4,6.3,0,322.90
1397/01/07,8,92.7,35.4,208.4,6,0,330.50
1397/01/07,9,93,32,218.7,6.2,0,337.50
1397/01/07,10,93.3,30.1,243.2,5.6,0,361.00
1397/01/07,11,94.9,29.6,266.1,6,0,384.60
1397/01/07,12,96.5,28.8,283.5,6.2,0,402.60
1397/01/07,13,95.3,27.4,277.6,5.6,0,394.80
1397/01/07,14,96,27.8,271.9,5.9,0,389.80
1397/01/07,15,93.2,27.9,272.4,5.3,0,388.20
1397/01/07,16,92.4,28.1,256.3,5.5,0,371.40
1397/01/07,17,91.2,27.5,255,5.3,0,368.40
1397/01/07,18,95.8,27.9,267.8,8.5,0,382.90
1397/01/07,19,101.9,27.3,307.2,8.4,0,427.90
1397/01/07,20,102.7,25.4,314.3,8,0,434.40
1397/01/07,21,102.5,25,313.1,7,0,433.40
1397/01/07,22,106.5,25.7,303.1,4.7,0,430.70
1397/01/07,23,105,26,287.7,4.4,0,414.20
1397/01/07,24,98.3,26,239.8,5.2,0,359.00
1397/01/08,1,93.1,26.7,238.8,5,0,353.60
1397/01/08,2,89.6,27.9,224.9,5.4,0,336.90
1397/01/08,3,89.2,29.9,215.5,5.7,0,328.90
1397/01/08,4,87.5,31,212.2,6.1,0,324.60
1397/01/08,5,85.9,32.3,210.4,6.3,0,322.20
1397/01/08,6,85.1,32.3,208.9,6.4,0,320.00
1397/01/08,7,86.6,32.4,207.9,6.5,0,320.30
1397/01/08,8,90,33.9,209.3,6.2,0,326.90
1397/01/08,9,89.5,31.9,220.2,6.4,0,335.10
1397/01/08,10,89.6,28.9,244,5.3,0,357.30
1397/01/08,11,93.3,28,267.3,5.2,0,383.50
1397/01/08,12,93.6,26.6,284.6,5.4,0,399.40
1397/01/08,13,94,27,282.1,5.3,0,397.80
1397/01/08,14,92.2,25.8,275.8,5.1,0,388.70
1397/01/08,15,90.6,25.5,273.9,5.3,0,384.70
1397/01/08,16,89,25.3,258.3,4.9,0,367.70
1397/01/08,17,89.6,25.7,256.6,5,0,366.80
1397/01/08,18,93.9,26.1,270.4,8.4,0,382.00
1397/01/08,19,104,27.5,310.1,8.7,0,432.90
1397/01/08,20,104.3,26.7,315.8,8.6,0,438.20
1397/01/08,21,104.5,26.4,314.4,7.8,0,437.40
1397/01/08,22,107.8,26,304.4,5.4,0,432.90
1397/01/08,23,106.8,26.6,288.2,4.6,0,417.00
1397/01/08,24,101.1,26.2,242.1,5.5,0,364.00
1397/01/09,1,94.5,26.8,243.7,4.8,0,360.20
1397/01/09,2,89.5,25.9,228.7,5.5,0,338.60
1397/01/09,3,88.4,28.4,217.8,5.9,0,328.60
1397/01/09,4,86.4,30.1,212.8,5.7,0,323.70
1397/01/09,5,85.4,30.1,211.5,5.5,0,321.40
1397/01/09,6,85.9,30.8,210.9,6.6,0,321.10
1397/01/09,7,88.5,30.4,210.4,7,0,322.30
1397/01/09,8,93.2,33.7,213.7,7.5,0,333.00
1397/01/09,9,91.8,30.1,220.5,7.4,0,335.10
1397/01/09,10,92.9,27.8,241.4,7.4,0,354.80
1397/01/09,11,94.5,27.7,263.2,8.2,0,377.20
1397/01/09,12,94.3,26.5,280.7,8.9,0,392.60
1397/01/09,13,93.8,25.9,279.7,9.1,0,390.30
1397/01/09,14,93.4,25.9,275.5,8.8,0,386.00
1397/01/09,15,91.5,25.3,273.6,6.2,0,384.20
1397/01/09,16,90.5,25.9,256.5,7.7,0,365.20
1397/01/09,17,91.4,26.5,256.4,8.9,0,365.40
1397/01/09,18,95.4,26.5,270.2,9.4,0,382.70
1397/01/09,19,102.6,27.4,305.1,9.4,0,425.70
1397/01/09,20,106.3,25.6,312.6,8.9,0,435.60
1397/01/09,21,105.7,24.4,315.2,8.4,0,436.90
1397/01/09,22,110.2,25.2,306.8,8.5,0,433.70
1397/01/09,23,108.3,25.8,289.6,8.9,0,414.80
1397/01/09,24,101.8,26,245,9.4,0,363.30
1397/01/10,1,89.8,25.6,236.1,9,0,342.50
1397/01/10,2,88.4,26.7,224.4,9.2,0,330.30
1397/01/10,3,86.1,28.5,217.4,10.5,0,321.50
1397/01/10,4,84.8,28.6,212.4,10.7,0,315.10
1397/01/10,5,82.6,28.3,210,10.4,0,310.40
1397/01/10,6,81.4,28.8,210.3,10.5,0,309.90
1397/01/10,7,83,27.3,208.8,10.2,0,308.90
1397/01/10,8,88.3,31.8,208.8,10.5,0,318.40
1397/01/10,9,90.5,32.8,216.7,10,0,330.00
1397/01/10,10,90.9,29.4,235.5,10.3,0,345.50
1397/01/10,11,94.3,28.3,257.6,9.9,0,370.30
1397/01/10,12,95.2,26.6,277.3,9.6,0,389.50
1397/01/10,13,93.6,26.6,273.8,9.5,0,384.60
1397/01/10,14,89.2,25.7,264.6,9.2,0,370.40
1397/01/10,15,89.9,25.9,266.9,9,0,373.60
1397/01/10,16,90,26.2,250.5,8.8,0,357.90
1397/01/10,17,91.1,26.2,248.4,9.3,0,356.40
1397/01/10,18,95.3,25.9,260.5,9.7,0,372.00
1397/01/10,19,101.5,26.9,295.6,9.7,0,414.30
1397/01/10,20,100.1,25.5,302.8,9.2,0,419.20
1397/01/10,21,101,26.1,308.4,8.7,0,426.90
1397/01/10,22,104.2,25.8,298.7,8.8,0,419.80
1397/01/10,23,103.3,25.8,281.3,8.8,0,401.50
1397/01/10,24,98.8,25.8,238.8,9.6,0,353.70
1397/01/11,1,103.8,27,238.8,9.9,0,359.80
1397/01/11,2,99.8,27.6,224,9.9,0,341.50
1397/01/11,3,97,29.3,216,10.4,0,331.90
1397/01/11,4,94.9,29.2,211.3,10.6,0,324.90
1397/01/11,5,93.4,31,208.7,11,0,322.10
1397/01/11,6,90.5,32.3,207.8,11,0,319.60
1397/01/11,7,91,32.3,205.3,11.2,0,317.50
1397/01/11,8,95.5,35.9,206,11.5,0,325.80
1397/01/11,9,95.8,34.6,213.4,11.3,0,332.40
1397/01/11,10,94.8,29.9,235.5,10.9,0,349.30
1397/01/11,11,95.8,28.5,256.7,10.5,0,370.50
1397/01/11,12,95.7,28,275.8,10.4,0,389.20
1397/01/11,13,96.3,27.5,273.5,10.1,0,387.20
1397/01/11,14,95.5,26.9,270,10.3,0,382.10
1397/01/11,15,93.5,26.7,270.8,10.1,0,381.00
1397/01/11,16,91.8,27.4,253.6,9.9,0,362.90
1397/01/11,17,92.9,27.6,251.6,10,0,362.10
1397/01/11,18,98,28,261.7,10.1,0,377.60
1397/01/11,19,106.6,28.2,296.3,10.1,0,421.10
1397/01/11,20,106,27.7,305.7,9.5,0,429.90
1397/01/11,21,106.1,26.1,313.6,8.5,0,437.40
1397/01/11,22,111,26.2,303.7,8.6,0,432.30
1397/01/11,23,111.9,26.4,289.7,8.8,0,419.30
1397/01/11,24,106.7,26.7,241.3,9.8,0,364.90
1397/01/12,1,106.5,26.9,241.1,9.4,0,365.20
1397/01/12,2,101.9,27.1,228.4,9.1,0,348.40
1397/01/12,3,98.6,28.6,220.3,9.5,0,337.90
1397/01/12,4,96.4,28.3,215.3,10.2,0,329.70
1397/01/12,5,95.2,31.3,213.5,10.5,0,329.40
1397/01/12,6,93.3,32,211,10.6,0,325.70
1397/01/12,7,96,32.7,210.5,10.7,0,328.40
1397/01/12,8,101.1,37.2,212.1,10.5,0,339.80
1397/01/12,9,100.9,34.8,218.9,10.4,0,344.20
1397/01/12,10,101,32.4,240.9,10.6,0,363.70
1397/01/12,11,102.3,29.5,257.8,10.5,0,379.10
1397/01/12,12,103.8,28.5,279.2,10.3,0,401.30
1397/01/12,13,103.6,27.4,278.2,10.1,0,399.10
1397/01/12,14,104,28,273.4,10.2,0,395.20
1397/01/12,15,101.6,26.5,276,10.1,0,394.00
1397/01/12,16,101.7,26.9,258.6,9.9,0,377.30
1397/01/12,17,102.7,27,257,10,0,376.80
1397/01/12,18,106.6,27,268.4,10.1,0,391.90
1397/01/12,19,114.5,28.6,300.9,10.2,0,433.80
1397/01/12,20,115.4,27,310.3,9.6,0,443.00
1397/01/12,21,114.6,25.8,315.7,8.5,0,447.70
1397/01/12,22,121.7,25.3,302.1,8.7,0,440.50
1397/01/12,23,121.4,26.6,286.1,9.1,0,425.00
1397/01/12,24,113.5,26.1,247,9.5,0,377.10
1397/01/13,1,110.7,27.9,240.3,8.4,0,370.50
1397/01/13,2,108,29,228.8,9.3,0,356.50
1397/01/13,3,106.5,31.5,222.3,10.6,0,349.80
1397/01/13,4,106,34.1,215.1,10.9,0,344.30
1397/01/13,5,105.4,35,213.5,11.4,0,342.50
1397/01/13,6,102.5,35.4,212.1,11,0,339.00
1397/01/13,7,105.4,37,209.3,11.2,0,340.60
1397/01/13,8,111.2,40.8,208.5,11.7,0,348.80
1397/01/13,9,113.1,40,213.9,11.4,0,355.50
1397/01/13,10,115.4,37.1,234.9,11.4,0,376.00
1397/01/13,11,120.7,34.7,250.5,11.2,0,394.70
1397/01/13,12,125.9,35.2,269.6,11.5,0,419.30
1397/01/13,13,129.7,31.8,268.5,11.5,0,418.50
1397/01/13,14,132.6,36.5,266.6,11.7,0,423.90
1397/01/13,15,131.5,37.5,267.5,11.9,0,424.70
1397/01/13,16,129.6,38.1,254,11.5,0,410.20
1397/01/13,17,128.6,37.3,252.9,11.3,0,407.50
1397/01/13,18,132.2,36.5,260.9,11.2,0,418.40
1397/01/13,19,139.2,35.5,293.4,11.1,0,457.00
1397/01/13,20,132.9,29.7,300.4,10.2,0,452.80
1397/01/13,21,126.7,27.4,309.3,8.7,0,454.80
1397/01/13,22,128.7,26.1,296.3,8,0,443.10
1397/01/13,23,126.9,26.2,284.7,8.1,0,429.70
1397/01/13,24,121.2,25.9,246.8,9.2,0,384.70
1397/01/14,1,117.8,27.2,242.8,9.4,0,378.40
1397/01/14,2,114,30.2,230.4,9.9,0,364.90
1397/01/14,3,109,30.8,222.4,11,0,351.20
1397/01/14,4,106.1,32.6,217.1,10.9,0,344.90
1397/01/14,5,104.2,32.2,215.9,10.8,0,341.60
1397/01/14,6,102.1,32.7,214.2,10.7,0,338.20
1397/01/14,7,104.2,33.7,212.8,10.8,0,339.80
1397/01/14,8,105.9,34.1,212.2,10.1,0,342.10
1397/01/14,9,103.1,30.1,218.5,8,0,343.60
1397/01/14,10,100.7,26.8,237.7,7,0,358.20
1397/01/14,11,101.9,26.5,255.6,6.8,0,377.10
1397/01/14,12,102,25,274.7,6.9,0,394.80
1397/01/14,13,102.2,24.2,272.4,6.7,0,392.20
1397/01/14,14,103.5,24.7,269.7,7.1,0,390.80
1397/01/14,15,101.9,24.5,270,6.8,0,389.60
1397/01/14,16,101,24.6,255.9,6.7,0,374.90
1397/01/14,17,101.6,24.9,254.7,6.5,0,374.70
1397/01/14,18,105.3,24.5,262.1,6.6,0,385.40
1397/01/14,19,112,25.5,296.1,6.8,0,426.70
1397/01/14,20,112.4,24.6,307.9,7.6,0,437.40
1397/01/14,21,110.9,23.2,316,7.1,0,443.10
1397/01/14,22,116,24.4,304.4,7.4,0,437.50
1397/01/14,23,115.5,24.6,290.8,7.7,0,423.20
1397/01/14,24,109.4,25.1,252.2,8,0,378.60
1397/01/15,1,104.6,25.6,245.4,8.4,0,367.30
1397/01/15,2,102,26.4,233.8,9.1,0,353.10
1397/01/15,3,97.7,27.9,225.2,9.9,0,340.90
1397/01/15,4,97.1,26.9,219.9,10.3,0,333.60
1397/01/15,5,97.5,26.9,218.1,10.2,0,332.40
1397/01/15,6,98.5,28.6,218,10.1,0,335.00
1397/01/15,7,101.2,26.3,216.3,10.2,0,333.60
1397/01/15,8,104.6,29.9,220.5,10.1,0,344.90
1397/01/15,9,102.9,26.5,229,8.5,0,349.90
1397/01/15,10,104.5,25.6,248.5,7.6,0,371.00
1397/01/15,11,105.1,25,265.3,7.2,0,388.20
1397/01/15,12,106.3,23.2,283.8,6.9,0,406.30
1397/01/15,13,106.4,22.6,284,7.1,0,406.00
1397/01/15,14,106.5,23.5,280.8,7.4,0,403.50
1397/01/15,15,105.2,23.6,281.5,7.3,0,403.00
1397/01/15,16,104.5,24,268.1,7.4,0,389.20
1397/01/15,17,106.8,25.7,265,7.5,0,390.00
1397/01/15,18,112.3,26,270.9,7.5,0,401.70
1397/01/15,19,119,26.3,301.1,7.8,0,438.60
1397/01/15,20,119.8,24.9,312.5,8.6,0,448.70
1397/01/15,21,119.8,23.9,323.5,7.4,0,459.90
1397/01/15,22,124.7,24.5,312.4,7,0,454.60
1397/01/15,23,123.7,24.4,299.6,6.9,0,440.70
1397/01/15,24,116.1,24.6,260,7.4,0,393.20
1397/01/16,1,110.6,24.6,253.4,7.6,0,381.00
1397/01/16,2,106.1,26.3,242.2,8.6,0,366.10
1397/01/16,3,103,27,230.7,9.4,0,351.40
1397/01/16,4,101.9,27.2,223.3,10,0,342.40
1397/01/16,5,102.5,29,222.3,10.2,0,343.70
1397/01/16,6,103.2,30.5,221,10,0,344.60
1397/01/16,7,106.4,30,220.2,9.9,0,346.70
1397/01/16,8,111.2,31.1,226.5,9.5,0,359.30
1397/01/16,9,111.3,28.3,236.7,7.6,0,368.70
1397/01/16,10,113,26.9,254.4,6.7,0,387.70
1397/01/16,11,116,25.4,268.7,6.9,0,403.20
1397/01/16,12,117.6,24.5,286.5,6.9,0,421.70
1397/01/16,13,117.7,22.6,287.7,6.7,0,421.20
1397/01/16,14,120.3,23.9,282.7,7.4,0,419.60
1397/01/16,15,118.1,23,284.6,7.5,0,418.30
1397/01/16,16,116.8,23.7,271.8,7.2,0,405.20
1397/01/16,17,117,25.2,266.4,7.2,0,401.50
1397/01/16,18,119.1,25.7,270.3,7.3,0,407.90
1397/01/16,19,128.5,25.3,297.9,7.5,0,444.30
1397/01/16,20,129,25.4,309.7,8.6,0,455.50
1397/01/16,21,126.9,23,326.4,7.3,0,469.10
1397/01/16,22,130.1,23.9,314.1,7,0,461.10
1397/01/16,23,128.2,24.6,303.9,6.8,0,449.80
1397/01/16,24,119.1,24.1,267.2,7.8,0,402.50
1397/01/17,1,104.6,24.8,251.4,7.2,0,373.70
1397/01/17,2,101.2,25.5,238.1,7.6,0,357.20
1397/01/17,3,98.5,25.3,229.5,8.4,0,344.80
1397/01/17,4,96.4,27,224.9,9,0,339.30
1397/01/17,5,95.8,27.5,222.3,9.5,0,336.20
1397/01/17,6,97.1,28.4,219,9.6,0,335.00
1397/01/17,7,102.3,28.5,217.3,9.6,0,338.40
1397/01/17,8,111.5,30.1,218.5,9.3,0,350.80
1397/01/17,9,114.8,29.5,227.7,7.9,0,364.00
1397/01/17,10,120.1,27.2,244.8,7.4,0,384.80
1397/01/17,11,124.2,26,259.6,7,0,402.70
1397/01/17,12,125.6,24.3,276.9,6.5,0,420.30
1397/01/17,13,126.1,23.7,281.3,6.6,0,424.60
1397/01/17,14,124.9,23.8,274.6,6.9,0,416.40
1397/01/17,15,122.1,23.8,276.6,6.8,0,415.60
1397/01/17,16,118.5,23.1,263.7,6.7,0,398.50
1397/01/17,17,119,25.3,258.6,6.6,0,396.40
1397/01/17,18,121.9,26.2,262.3,6.4,0,403.90
1397/01/17,19,129.4,25.7,290.9,7.1,0,438.90
1397/01/17,20,127.7,23.8,304.5,8.4,0,447.60
1397/01/17,21,124.2,22.9,317.1,7.4,0,456.80
1397/01/17,22,128.6,23.9,306.3,6.9,0,451.90
1397/01/17,23,127,24.7,297.3,7,0,442.10
1397/01/17,24,118.7,24.1,263.6,6,0,400.40
1397/01/18,1,125,24.7,260.4,6.3,0,403.90
1397/01/18,2,119.2,27.4,243.6,7,0,383.20
1397/01/18,3,111.9,27.8,233.1,5.8,0,367.10
1397/01/18,4,108.5,28,228.8,6.3,0,359.00
1397/01/18,5,107.1,29.9,225.8,6.5,0,356.30
1397/01/18,6,106.5,26.9,225.2,6.8,0,351.80
1397/01/18,7,109.3,27.7,226.7,6.9,0,356.70
1397/01/18,8,111.9,28.2,233.3,6.3,0,367.10
1397/01/18,9,113.5,24.6,244.3,5.6,0,376.70
1397/01/18,10,117.8,24.3,260.7,5.6,0,397.30
1397/01/18,11,123.9,22.8,275,5.3,0,416.40
1397/01/18,12,125.8,22.5,292.9,5.1,0,436.10
1397/01/18,13,126.8,22,296,5.1,0,439.70
1397/01/18,14,126,22.1,288.4,4.9,0,431.50
1397/01/18,15,123.6,23.6,292,4.6,0,434.60
1397/01/18,16,122.2,23.7,278.2,4.7,0,419.30
1397/01/18,17,120.5,24,273.5,4.7,0,413.30
1397/01/18,18,124.1,25.1,276.9,4.9,0,421.20
1397/01/18,19,129.8,25.8,300.4,4.9,0,451.10
1397/01/18,20,130.8,25,313.1,5.8,0,463.20
1397/01/18,21,128.5,24.5,329.3,5,0,477.20
1397/01/18,22,133.2,25.1,319.7,4.5,0,473.40
1397/01/18,23,132.3,24.8,308.2,4.6,0,460.80
1397/01/18,24,125.5,25.6,276.8,4.7,0,423.30
1397/01/19,1,120.1,25.8,262,4.1,0,403.80
1397/01/19,2,114.3,27.1,245.4,5.2,0,381.60
1397/01/19,3,110.1,27.5,235.3,6,0,366.80
1397/01/19,4,108,28.1,232.5,6.5,0,362.10
1397/01/19,5,106.1,29.5,230,6.7,0,358.90
1397/01/19,6,105.9,28.8,229.5,6.6,0,357.60
1397/01/19,7,108.9,28.1,229.6,6.7,0,359.90
1397/01/19,8,110.8,30.5,235.4,6.2,0,370.50
1397/01/19,9,108.6,27.1,248.7,5.5,0,378.90
1397/01/19,10,113.2,26.6,264.2,5.1,0,398.90
1397/01/19,11,119.1,24.7,278.2,4.9,0,417.10
1397/01/19,12,122.5,24.6,295,5,0,437.10
1397/01/19,13,125.4,24.1,299.8,4.9,0,444.40
1397/01/19,14,126.8,24.5,294.5,4.9,0,440.80
1397/01/19,15,123.9,24.6,296.6,4.8,0,440.20
1397/01/19,16,121.8,25.1,285.4,4.9,0,427.50
1397/01/19,17,121.4,25.3,281.4,5,0,423.00
1397/01/19,18,124,25.8,283.7,4.9,0,428.50
1397/01/19,19,131.5,27.1,300.6,5.1,0,454.10
1397/01/19,20,125.5,24.5,310.2,5.7,0,454.50
1397/01/19,21,122.1,22.4,329.8,5.2,0,469.10
1397/01/19,22,126.1,22.7,319.6,5.1,0,463.20
1397/01/19,23,125.5,23.2,309.7,5.3,0,453.10
1397/01/19,24,119.2,23.2,277.2,4.9,0,414.70
1397/01/20,1,120.8,24.2,268.2,4.8,0,408.50
1397/01/20,2,118.1,26.5,253.6,5.5,0,392.70
1397/01/20,3,112.3,27.6,242.8,5.8,0,376.90
1397/01/20,4,109.2,27.1,236.7,6.1,0,366.80
